rating,text,word_count,food,service,place,cost
5 sao,"tôt, thức ăn ngon lên món nhanh, các bạn nhân viên nhiệt tình phục vụ",15,2,2,0,0
5 sao,đồ ăn ngon nhân viên dễ thưn,7,2,2,0,0
5 sao,đồ ăn ngon mấy ac nhân viên nhiệt tình dthh đã quay lại nhiều lần,15,2,2,0,0
5 sao,"đồ ăn ngon, nhân viên phục vụ chu đáo",9,2,2,0,0
5 sao,"mì ý và gà sốt cay là chân ái, lần nào i cái gì ăn combo này. có điều nước ngọt cho ly nhỏ hơi ít. nhưng nói chung ngon rẻ.",30,2,0,0,2
5 sao,đồ ăn ngon nhân viên phục vụ tốt,8,2,2,0,0
1 sao,"đặt 1 lần không dám đặt lần 2, 21h43 đặt mì với gà nhưng shipper không nhận là thấy nghi nghi rồi, tới anh thứ 2 nhận mà 22h15 vẫn chưa thấy có dấu hiệu là shipper đã lấy được đơn và đi giao, chịu cách làm việc",48,0,1,0,0
3 sao,hôm nay mình đi ăn ở cơ sở phan văn trị tầm 6h30 mình mới đi ra lấy kem mà nvien dọn bàn của mình mặc dù mình có để lại đồ dằn tại chỗ nvien dọn mất cả đồ của mình luôn,43,0,1,0,0
5 sao,"các bạn nhân viên ở đây rất dễ thương và nhiệt tình nhé jollibe mới ra thêm món cơm gà mắm tỏi, ăn ổn áp lắm nhé. nhưng hôm mình đi do quán đông nên đợi hơi lâu nhưng mình thông cảm được.",43,2,2,0,0
5 sao,ăn rất ngon và nhân viên phục vụ nhiệt tình,10,2,2,0,0
1 sao,đang ngồi ăn còn ly nước tay dơ đi rửa tay phát nhân viên dọn luôn cái chỗ thật sự không hiểu gì mà hấp tấp vậy khách còn chưa đi nữa,33,0,1,0,0
5 sao,trải nghiệm chỗ ngồi sạch sẽ nhân viên nhiệt tình gà chiên không quá bị khô,16,2,2,2,0
5 sao,ngon miệng phục vụ tốt,5,2,2,0,0
2 sao,xin sốt nhiều thì cho có 2 bịch đặt 1 7up và 1 pepsi thì lại giao 2 pepsi nhận được 1 phần gà 70xương 30thịt trải nghiệm rất nhiều lần nhưng lần này là tệ nhất ! và người check đơn không coi ghi chú của người mua,50,1,1,0,0
5 sao,"đồ ăn ngon, thái độ phục vụ của nhân viên rất tốt, không khí mát mẻ",16,2,2,2,0
5 sao,bầu không khí vui vẻ đồ ăn ngon,8,2,0,2,0
1 sao,"các bạn nhân viên làm việc cẩu thả , các đơn hàng có quà tặng nói hết cho đã rồi báo cáo là có đưa , kêu đưa bằng chứng thì không đưa",33,0,1,0,0
1 sao,"thường xuyên làm sai ord của khách, dặn kĩ rồi mà nhân viên vẫn làm sai. khó hiểu khâu ord",20,0,1,0,0
5 sao,"không gian sạch sẽ thoáng mát , ăn nhiều lần ở đây rồi , xứng đáng quay lại nhiều lần nhé mọi người",22,0,0,2,0
5 sao,"đồ ăn ngon , nhân viên dễ thuơng",8,2,2,0,0
5 sao,"jollibee là một trong những thương hiệu thức ăn nhanh có hương vị ngon nhất nhì trong các thương hiệu thức ăn nhanh mình rất ít khi đi chi nhánh này nhưng trải nghiệm thì mình thấy khá tốt đồ ăn ra hơi lâu dù quán rất vắng, mình đợi có 1 cái hamburger thui mà hơn 20. chắc do mình đến lúc 10h sáng quán vừa mở cửa. về chất lượng đồ ăn thì tuyệt vời, nóng hổi, khoai giòn tươi, gà mọng nước thấm vị, da giòn, mì ý nóng hổi, sợi dai vừa phải rất tuyệt vời. điểm trừ là rau trong burger không tươi ăn rất ngấy, gà burger hơi nhạt. cực kì rẻ : mình gọi combo cặp đôi hoàn hảo 139 vnd 2 mì ý 2 gà 1 khoai 2 nước ngọt 1 burger 30 vnd thiệt hại chỉ 169 vnd ăn no căng bụng. tóm lại đây là chi nhánh tốt, nằm trên tầng 5 vincom nên khá vắng khách yên tĩnh sạch sẽ nhân viên rất quan tâm và chăm sóc. hãy ghé ăn nhé. ratings : không gian : đồ ăn : giá : nhân viên :",203,2,2,2,2
5 sao,"đồ ăng ngoăn, nvien dthun",5,2,2,0,0
5 sao,được quay xong được tặng quà thích quóo,8,0,0,0,0
5 sao,quán đồ ăn rất ngon nhân viên phục vụ nhiệt tình hỗ trợ khá ổn la,16,2,2,0,0
5 sao,"đồ ăn ngon, phục vụ tốt, 10 điểm ạ",9,2,2,0,0
4 sao,"nhân viên 10d đth nhé ,đồ ăn cho ra nhanh chóng không phải chờ đợi quâ lâu",17,3,2,0,0
5 sao,"không khí quán sạch sẽ, vui nhộn nhân viên quán nhiệt tình thức ăn 10đ không có nhưng",18,2,2,2,0
5 sao,đồ ăn ngon nhân viên dễ thương ạ,7,2,2,0,0
5 sao,"đồ ăn ngon, phục vụ nhanh và nhiệt tình",9,2,2,0,0
5 sao,"nhân viên phục vụ tốt thân thiện,ra món nhanh, gà giòn nóng ngon",13,2,2,0,0
5 sao,"đồ ăn ngon, nóng. không gian rộng rãi thoáng mát vệ sinh",12,2,0,2,0
5 sao,"đồ ăn ngon, thái độ phục vụ tốt, hài lòng.",10,2,2,0,0
5 sao,"đồ ăn ngon, nhân viên dễ thuong",7,2,2,0,0
5 sao,"nhân viên dễ thương, quán ra món nhanh, ngon, sạch sẽ, vệ sinh",13,2,2,2,0
1 sao,"mình không biết bên chi nhánh này để đồ ăn như thế nào nhưng mình order tại các chi nhánh khác thì không có hình thức gà và mì để chung một chỗ, nhìn mất thẩm mỹ thật sự ấy? lại còn chừa chỗ kế bên để làm gì vậy ạ?",49,0,0,0,0
5 sao,đồ ăn ngon nhân viên phục vụ nhiệt tình,9,2,2,0,0
5 sao,đồ ăn nóng giòn ngon nhé. vẫn luôn thích ăn jlb hơn các thương hiệu khác,16,2,0,0,0
5 sao,cho mình hỏi bn nvien nam makeup làm ca cuối tuần hqua có ngừ yêu chưa ạaa th bạn mình hỏi í,23,0,0,0,0
1 sao,mong bạn nhân viên bớt thái độ lại khi tư vấn với khách và đừng nhét chữ vào miệng khách nữa,21,0,1,0,0
5 sao,"nhân viên thân thiện, món lên nhanh, không gian sạch sẽ, ngon nhất trong mấy chi nhánh jolibee từng ăn",20,2,2,2,0
5 sao,"đồ ăn, phục vụ ổn ạ",6,3,3,0,0
2 sao,"rất thích ăn jollibee, giá cũng không rẻ mik đặt app mang về mà còn giao thiếu món",19,0,1,0,1
5 sao,"nhân viên nhiệt tình, món ăn ngon",7,2,2,0,0
5 sao,"nhân viên nhiệt tình, siêu dễ thương. gà siêu ngon",10,2,2,0,0
5 sao,"đồ ăn ngon, phục vụ tốt ạ",7,2,2,0,0
5 sao,"đồ ăn khá ngon, mỳ ý mk thấy ít hơn jolibee chỗ khác nhưng mà xúc xích khá nhiều, gà sốt cay da cực kì giòn, độ cay vừa phải hơn jlb quận 5 quá cay nhân viên dễ thương không hề thái độ, không gian thoáng sạch sẽ không quá ồn ào nói chung khá ổn",57,2,2,2,0
5 sao,"đồ ăn ngon ,phục vụ dễ thương",7,2,2,0,0
5 sao,"nhân viên dễ thương, nhiệt tình, đồ ăn 10đ, không gian thoáng mát",13,2,2,2,0
5 sao,"đồ ăn ngon,nhân viện phục vụ nhiệt tình",8,2,2,0,0
1 sao,"xin phép cho 1 chi nhánh này. làm việc rất lằng nhằng làm mất thời gian không. mình muốn đặt bàn sinh nhật, lúc đầu bảo ổn khung giờ đó, đang trong quá trình trao đổi đến bước cho thông tin lên hợp đồng thì lại bảo giờ khung giờ đó không được? dịch vụ kiểu gì vậy",58,0,1,0,0
5 sao,"món mới burger tôm ngon nhé, size bánh nhỏ hơn sandwich gà. nhưng nhân tôm mọng nước không bị khô, combo 45 vnd khoai burger nước quá ổn áp. nhân viên ổn nhiệt tình, món ăn có nhanh không phải đợi lâu",41,2,2,0,2
5 sao,"món ăn ngon khỏi phải bàn, với không gian nhộn nhịp lắm luôn í",14,2,0,2,0
5 sao,đồ ăn ngon phục vụ ổn,6,2,3,0,0
5 sao,"mình hay ăn ở đây miếng gà quán này to, mình rất thích",13,2,0,0,0
4 sao,"mọi thứ đều ổn, chỉ là ở cửa hàng không có dao để cắt gà mà chỉ có muỗng và nĩa thôi à",23,0,0,0,0
1 sao,đơn thứ 7 vẫn cứ giao hàng thiếu tương mà lần này chỉ cho 1 bịch tương trong khi đã ghi chú 4 chua ngọt 1 cà mà giao 1 bịch là như thế nào? thiệt sự t không hiểu nỗi lần nào cũng xin lỗi mà không chịu chú ý,49,0,1,0,0
1 sao,không tắt app để nổ đơn 1g sáng,10,0,0,0,0
5 sao,"nhân viên nhiệt tình, quán có không gian tổ chức sinh nhật và hoạt náo vui nhộn. tiệc được chuẩn bị chu đáo nhanh chóng, bé nhà mình rất thích",30,0,2,2,0
5 sao,"đồ ăn ra nhanh, nóng. nhân viên nhiệt tình, dễ thương",11,2,2,0,0
1 sao,tới sớm nhưng lấy rất trễ. từ shiper đến khách nước ngoài hay khách việt tại quán oder sau nhưng đều lấy trước tôi,24,0,1,0,0
1 sao,mình vào bàn ngồi xong bắt mình nhường chổ cho nhà khác trong khi mình đứng nãy h để dành bàn ngồi xong lại bắt mình nhường,27,0,1,0,0
5 sao,"đồ ăn ngonn nhen, phục vụ siuu nhanh với tận tình luôn á",13,2,2,0,0
5 sao,"đồ ăn rất ngon, mì ý siêuu đỉnh nhân viên rất nhiệt tình",13,2,2,0,0
5 sao,"đồ ăn ngon lắm, mình gọi 3 phần có đủ đùi với ức gà, gà mềm nóng ăn siêu ngon, nhân viên cũng dễ mến nhiệt tình",27,2,2,0,0
5 sao,"nhân viên tận tâm, nch với khách rất dễ thương còn thân thiện nữa",14,0,2,0,0
4 sao,"đồ ăn cũng được , không gian mát mẻ, giá rẻ",11,3,0,2,2
5 sao,"đồ ăn ngon, không gian sạch sẽ, thoáng mát",9,2,0,2,0
5 sao,"mì ngon, nhân viên phục vụ tốt dễ thương",9,2,2,0,0
1 sao,không hiểu nhân viên kiểu gì đưa tiền cho khách xong quăng thẳng lên bàn kiểu vậy nữa? nếu muốn cửa hàng có thể check cam 13h50 ngày 510 . nhân viên t,33,0,1,0,0
5 sao,ngon nhé mãi đỉnh,4,2,0,0,0
4 sao,"món gà và mì ý nêm nếm vừa miệng, bọn nhỏ thích. nhân viên khá nhiệt tình bàn kê hơi sát nhau quá khó đi, quán đông quá.",27,2,2,1,0
5 sao,"nhân viên vui vẻ đáng trải nghiệm, đồ ăn ngon",10,2,2,0,0
5 sao,đồ ăn ngon 10đ,4,2,0,0,0
5 sao,nhà hàng nằm ở tầng 4 vincom -tiện lợi mua sắm và ăn uống -thực đơn đa dạng -đủ các món gà và mì -giá cả khá hợp lí -nếu giá đình đi chơ cuối tuần gé ăn vặt mùa sắm rất tuyệt,43,0,0,0,2
5 sao,gà sốt cay s1 lòng em mỳ ý sốt cay cũng khá ngon nứa ạ hehe,16,2,0,0,0
5 sao,"đồ ăn ngon, phục vụ tận tình, thân thiện, dễ thương",12,2,2,0,0
5 sao,bọn e tổ chức sinh nhật ạ,7,0,0,0,0
5 sao,"nhân viên nhiệt tình , hỗ trợ và phục vụ khách hàng tuyệt vời",14,0,2,0,0
5 sao,đồ ăn ở đây ngon ạ,6,2,0,0,0
5 sao,đồ ăn ngon chỗ sạch sẽ,6,2,0,2,0
5 sao,"nhân viên dễ thương, đồ ăn thơm ngon",8,2,2,0,0
5 sao,"gà ngon, nhân viên cũng rất tuyệt vời và thân thiện. mình chưa bao giờ đến cơ sở jollibe nào mà cảm thấy hài lòng và thoải mái, vui vẻ như vậy.!",32,2,2,0,0
5 sao,"đồ ăn ngon, phục vụ tốt",6,2,2,0,0
5 sao,"là fan trung thành đã lâu của jollibee, hôm nay mình và bạn mình có tới chi nhánh jollibee nằm trong vincom phan văn trị. bạn mình trong khi bê nước sơ ý làm đổ ly nước ngọt ra bàn và sàn. mình có xin lỗi nhân viên và mượn cây lau nhà để lau nước ngọt, nhưng các bạn nhân viên cửa hàng đã giúp mình lau sạch sàn nhà và còn tặng free mình 1 ly nước khác. thật sự rất hài lòng. cám ơn các bạn.",89,0,2,0,0
5 sao,đồ ăn ngon nhân viên chu đáo dễ thương,9,2,2,0,0
1 sao,thái độ nhân viên bố láo nhất là người trực tổng đài vào tối 811,15,0,1,0,0
5 sao,"jollibee ơi, bạn là một phần tuổi thơ của mình đó! gà giòn tan, mì ý sốt kem ngon tuyệt vời, và cả không gian tràn ngập tiếng cười nữa. mỗi lần đến jollibee là thấy vui như tết vậy! cảm ơn jollibee đã mang đến những bữa ăn ngon và những kỷ niệm thật đẹp!",56,2,0,2,0
5 sao,"nhân viên phục vụ chu đáo vui vẻ, đồ ăn ngon",11,2,2,0,0
5 sao,quá ngon quá hài lòng về dịch vụ,8,0,2,0,0
5 sao,"đồ ăn ngon,phục vụ nhiệt tình",6,2,2,0,0
5 sao,đồ ăn ngon,3,2,0,0,0
5 sao,"bé nhà mình rất thích mỳ ý ở đây, cuối tuần thường xin đi ăn jolie bee. mức độ đông đúc vừa phải, lúc nào cũng có bàn. nhân viên lịch sự vui vẻ",34,2,2,2,0
5 sao,"đồ ăn ngon, sạch sẽ, nhân viên nhiệt tình dễ thương",10,2,2,2,0
5 sao,đồ ăn ngon nhân viên thân thiện,6,2,2,0,0
5 sao,"nhaan viên nhiệt tình, thân thiện. đồ ăn hợp khẩu vị",11,2,2,0,0
5 sao,"gà ngon, phục vụ ổn, bàn ghế sạch sẽ gọn gàng nhé",12,2,2,2,0
5 sao,"phục vụ nhiệt tình, nhân viên thân thiện, 10đ không nhưng",11,0,2,0,0
5 sao,"gà ngon, nhân viên nhiệt tình, thân thiện.",8,2,2,0,0
5 sao,"đồ ăn ngon, nhân viên thân thiện và nhiệt tình.",10,2,2,0,0
5 sao,"gà ngon, nhân viên nhiệt tình , nhân viên tên quân dễ thương",13,2,2,0,0
5 sao,đồ ăn chất lượng giá thành rất ổn ạ,9,2,0,0,2
5 sao,"nhân viên nhiệt tình dễ thương, chu đáo, ổn á mọi người",11,0,2,0,0
5 sao,ngon nên thử,3,2,0,0,0
5 sao,"nhân viên nhiệt tình, đồ ăn ngon, ra nhanh và nóng hổi",12,2,2,0,0
5 sao,quán anh rất tuyệt vời. các bé nhà mình thích ăn ở đây. giá cả hợp lý,17,0,0,0,2
5 sao,"gà không bị khô, sốt vừa phải, thích tương cay ngọt nhất",12,2,0,0,0
5 sao,"mì sốt cay cũng bình thường, hơi the nhẹ không cay như gà. ngon",14,3,0,0,0
5 sao,"nhân viên dễ thương, bữa ăn rất ngon",8,2,2,0,0
5 sao,"quá ngon quá đỉnh, không gian tuyệt vời nhân viên dễ thương",12,2,2,2,0
5 sao,"đồ ăn ngon, phục vụ ổn",6,2,3,0,0
5 sao,đồ ăn ngon không chật như nhiều chỗ khác oklea,10,2,0,2,0
5 sao,"đồ ngon nóng, không khí thoáng sạch sẽ",8,2,0,2,0
5 sao,"đồ ăn ngon, nhân viên thân thiện ạa",8,2,2,0,0
5 sao,nhân viên dễ thương nhiệt tình,5,0,2,0,0
5 sao,đồ ăn ngon dịch vụ tốt,6,2,2,0,0
1 sao,"ngày 21072025, quán quá mất dạy đặt đơn từ rất sớm. nhưng nhân viên quán lại không xác nhận đơn hàng để làm, huỷ đơn không thông báo với khách hàng, kéo dài thời gian cho tới giờ nghỉ để huỷ đơn hàng. nhân viên quá láo lần thì giao thiếu đồ còn lần này thì chơi trò không muốn lên đơn kéo dài thời gian ra để khỏi phải làm. cần quản lý liên hệ gấp.",77,0,1,0,0
5 sao,"phục vụ nhiệt tình, đồ ăn ngon",7,2,2,0,0
5 sao,"đồ ăn ngon, hợp khẩu vị",6,2,0,0,0
5 sao,đồ ăn ngon nóng giòn,5,2,0,0,0
5 sao,đồ ăn ngon lắm nhé đặc biệt là món bánh đào,11,2,0,0,0
5 sao,"quán rất ngon, đồ ăn ra còn nóngg",8,2,0,0,0
5 sao,"chị thảo quá dể thương, cực kỳ đẹp gái, 10điểm khum có nhưng",13,0,2,0,0
1 sao,"tức lắm, mình đặt phần combo và có chuyển tùe 2 miếng gà giòn sang gà sốt cay, quán đã phụ thu thêm tiền nhưng khi giao thì lại là 2 miếng gà giòn, tức không chịu nổi",38,1,1,0,0
5 sao,"đồ ăn ngon, chị nhân viên nhiệt tình, dễ thương. xứng đáng quay lại",14,2,2,0,0
5 sao,"nhân viên dễ thương đồ ăn ngon,thoáng mát",7,2,2,2,0
5 sao,"phục vụ tốt, không gian rộng rãi thoải mái",9,0,2,2,0
4 sao,"không gian quán rộng phục vụ nhanh gà nướng lu đem lên không nóng, bị nguội á. thịt gà mềm, vị hơi nhạt nhoà gỏi ngó sen theo mình không ngon, vị nhạt, ngó sen không giòn mà hơi già, hành tây vị hăng. tôm với mực thì tươi",49,1,2,2,0
5 sao,"quán ở vị trí khá dễ tìm, không gian rộng rãi, thoáng mát. đồ ăn ngon, menu đa dạng, đủ các món nhậu, lên món khá nhanh. nhân viên dễ thương, thân thiện, nhiệt tình.",35,2,2,2,0
4 sao,"ăn từ hồi sinh tới giờ với thương hiệu này tầm lúc đó chi nhánh ở lê quang định cạnh tranh với quán gà nướng bên cạnh. quán bên cạnh thì chỉ bán mỗi gà nướng còn bên đây tân tiến hơn ngoài gà nướng còn bán nhiều món khác nên phù hợp cho hẹn bạn bè, người thân gia đình. đồ ăn khá ổn, gà nướng ăn thơm và tươi vừa đem ra đã thấy đói bụng. nhân viên thân thiện phục vụ tận tình rất dễ thương. quán có không gian rộng rãi thoáng mát. nhà vệ sinh cũng sạch sẽ tươm tất. có bãi giữ xe riêng bên cạnh",113,3,2,2,0
4 sao,"một số gợi ý của hope khi đi quán này quán rộng có bãi giữ xe bên cạnh, đi nhóm đông tiệc tùng quán có đủ sức chứa nhân viên phục vụ nhanh nhiệt tình dễ thương chỉ riêng về đồ ăn nếu ai mong đợi đây là quán gà thì gà sẽ xuất sắc thì không nhé. gà ở đây nướng vị ăn bình thường. da gà không giòn, phần thịt nướng chín nhưng còn hơi hồng. lúc mang ra không còn nóng, bánh bao chiên kèm gà cũng không thơm ngon, bay mùi bột cũ. quán bán khá nhiều món khác nên chất lượng món gà có thể vì thế mà không còn ngon nữa. nhưng có lời khen cho một vài món quê trong thực đơn như rau luộc trứng lòng đào.",138,1,2,2,0
5 sao,"nhà mình có tiệc giỗ là hay đặt gà ở đây. gà nướng không bị cháy. thịt mềm, không bị khô, vẫn mọng nước bên trong. 1 phần như vậy đủ cho 2-3 người ăn, có kèm rau răm, đồ chua, sốt nước chấm. giá cả ổn",47,2,0,0,2
5 sao,ngon! không gian rộng thoáng hơn chi nhánh 1,9,2,0,2,0
5 sao,"đồ ăn ngon, giá phải chăng. gà nướng vẫn mềm, không bị khô. mình kêu thêm 1 cái lẩu nữa, 2 người ăn không hết luôn . đi ngay lễ quán còn tặng thêm dĩa trái cây dễ thương quá chừng . sẽ ghé lại",46,2,0,0,2
4 sao,"quán này ổn nè - không gian: rộng rãi, bãi giữ xe rộng, có mái che. chỗ ngồi ăn thoáng mát. hôm team đi quán ít khách, ngồi rất thoải mái - món ăn: ngon. gà nướng ướp thấm vị, các món nhậu ổn, ai ngồi lâu cứ làm dĩa khổ qua chà bông là tới sáng - phục vụ: nhiệt tình",63,2,2,2,0
1 sao,"order gà với cơm lam mang về kêu đợi 25 phút, mình ổn và đợi, cũng có nhắc mấy lần là đã có cho mình chưa, thì kêu đợi nướng cơm lam, đợi hơn 40 phút xong ra kêu quên nướng cơm lam kêu bù bánh bao, mình không chịu mới đi nướng cơm lam rồi 10 phút sau lại kêu số lượng cơm lam không đủ số lượng mình order. nói từ đầu là không nướng được cơm lam đi để mình khỏi đợi. rất không hài lòng và sẽ không bao giờ muốn quay lại.",97,0,1,0,0
5 sao,"gà ngon, đồ ra siêu nhanh. nhân viên nhiệt tình.",10,2,2,0,0
5 sao,"món ăn đa đạng, gà nướng khá ngon. có cả ốc, lẩu. giá thành rẻ, quán rộng rãi, có chỗ đậu oto. phù hợp họp mặt gia đình bạn bè.",30,2,0,2,2
3 sao,"quán mặt bằng đường lớn, rộng rãi, thoáng. ngoài gà nướng lu có nhiều món từ từ rừng tới biển. gà nướng 200 vndcon giá bình dân nên khó thể ngon. các món khác chưa thử.",35,3,0,2,2
5 sao,"mặt tiền quán ngay phạm vi ngã 6 phạm văn đồng với nguyễn kiệm, không khí thoáng và rất đẹp, môi trường sạch sẽ, nhân viên nhiệt tình và hỗ trợ rất tốt, cảm ơn quán rất nhiều vì sự trải nghiệm ăn uống và phục vụ",47,0,2,2,0
5 sao,"một quán nhậu bình dân đa dạng mồi nhậu, giá cả phải chăng, hôm ghé lần đầu món gà nướng lu rất được, nhìn cảm quan mọi thứ sạch sẽ từ ngoài quán vào trong wc, nhân viên nhanh nhẹn",40,2,2,2,2
5 sao,"gà ngon lắm, mình tới lúc trưa nên gà vừa nướng xong, rất ngon và thơm, da giòn nóng. em nhân viên dễ thương hiền phục vụ tốt. bánh bao chiên ngon thơm giòn. ăn xong mình được tặng thêm dĩa dưa hấu tráng miệng nữa 10 điểm. lần đầu khá ấn tượng. mình sẽ quay lại",58,2,2,0,0
5 sao,"tuyệt vời ăn việt hương từ nhỏ ở lê quang định qua việt hương 2 thây thay đổi từ nhân viên lay out phục vụ lúc đầu thấy vắn khách xong sau thay đổi layout vào ăn dính ngay, kêu ba món gỏi bò , gà nướng, long nò xào cải chua hiện tại đay chỗ nhậu thấy ngon nhất, nếu có update hay thay đổi menu đừng bỏ gỏi bò và lòng xào cải chua nhé, tỉ lệ đồ ăn rất tuyệt",83,2,0,0,0
5 sao,"món ăn rất ngon , giá rất hợp lý , sẽ giới thiệu đến mọi người .",17,2,0,0,2
5 sao,"nằm ngay đầu đường phạm văn đồng, gần bùng binh ngã sáu mặt tiền rộng rãi, có bãi giữ xe máy và cả ô tô. có mái che không sợ mưa gió. bảo vệ ghi thẻ đầy đủ. phục vụ nhiệt tình, nhanh nhẹn. quán vệ sinh sạch sẽ. có màn hình lớn các hướng chiếu phim hoặc bóng đá phục vụ nhu cầu của thực khách. gà nướng rất ngon, còn giữ lại được nước và mỡ, không bị khô như những chỗ khác. các món xào và lẩu gà cũng ngon, hợp khẩu vị. nước chấm và rau ăn kèm rất hợp. 1 con gà nướng 150 vnd một bữa ăn uống tẹt ga, gà no bia say cho 2 người khoảng 400 vnd, quá rẻ",127,2,2,2,2
