place_name,user,rating,time,text
Busan Korean Food,Thư Phạm,1 sao,một năm trước,"Đồ ăn thì theo cảm nhận mình thì ok 8/10.

nhưng THÁI ĐỘ PHỤC VỤ CỰC KÌ TỆ. M đi mấy lần rồi, lần nào cũng khó chịu. bưng …"
Busan Korean Food,Ha Ngo,1 sao,Thời gian chỉnh sửa: 9 tháng trước,"Update 10/8:
- Thái độ nhân viên chi nhánh Lê Văn Duyệt cực kì tệ, order món này mà đưa nhầm món khác. Sau đó cũng không xin lỗi mà kêu để đổi lại cho. Phục vụ chậm chạp, …"
Busan Korean Food,Phuc Nguyen,1 sao,3 tháng trước,"Từng rất thích chỗ này nhưng giờ đồ ăn giờ ít kinh khủng. Gọi miến thì được vài cọng rau, rất khó chịu"
Busan Korean Food,Phan An,1 sao,6 tháng trước,"Nhân viên lười biếng, không biết đến nhận order khách mà cứ ngồi bấm điện thoại miết. Đi ăn mà tưởng đi xin không vậy"
Busan Korean Food,di nguyenthi,1 sao,4 tháng trước,Đồ ăn đặt giao đã biết hay đổ note đóng gói kỹ. Đổ hết nước ra ngoài gọi quán nc còn cười cợt mday. Má tức
Busan Korean Food,Yen Nguyen,1 sao,7 tháng trước,"Trải nghiệm lần đầu mình ăn tại quán thì khá là tệ. Mình vô lúc 8h tối nhưng nhân viên bảo trên lầu ngưng và ngồi ở dưới. Không gian quán ở dưới khá đông và hẹp, mình khá thất vọng ở chổ các bạn không takecare khách hàng mà chụm lại 1 chổ. …"
Busan Korean Food,Thien Quoc,1 sao,5 tháng trước,Thấy nhân viên mất dại với chú tài xế dù đáng tuổi cha chú chú  đến trước chờ lâu mà ưu tiên hảng khác gì sợ bị hãng khác phạt nên ưu tiên để chú chờ nhân viên vô cùng mất dại sẽ k bao giờ ủng hộ lần nào nữa
Busan Korean Food,Thi Trịnh,1 sao,6 tháng trước,"đặt 13 món, giao thiếu 1 phần xúc xích có 30-40k gì thôi mà từ 24/10/2025 tới nay 13/11/2025 k ai giải quyết. gọi cửa hàng thì kêu nhắn zalo, tới hồi nhắn zalo thì k ai rep. là ý muốn nuốt lun mấy chục ngàn hay sao ha?1 đơn thiếu 40k, 1 …"
Busan Korean Food,Huỳnh Tấn Lộc,1 sao,một năm trước,"đi nhóm 4 người , gọi 4 món thì lên 3 món , bạn bè ăn xong hết rồi vẫn chưa lên món còn lại kêu nhân viên thì đợi chút , đợi chút"
Busan Korean Food,ĐẠI VIỆT,1 sao,3 tháng trước,Nhà Hàng Làm món quá lâu.30p mới ra món.. .Shipper và khách cùng chờ món ..Sẽ ko quay lại
Busan Korean Food,Khánh Linh,1 sao,7 tháng trước,"đồ ăn quá tệ, không hề nóng miếng nào, có nói nhân viên hâm lại đồ ăn nhưng đồ ăn vẫn nguội ngắt. Mình thấy tất cả đồ ăn bưng lên cho khác đều nguội ngắt, không bốc khói tí gì luôn, quá tệ và không quay lại lần 2"
Busan Korean Food,Dạ Thảo,1 sao,7 tháng trước,"đi ăn nhiều chi nhánh rồi chỉ có chi nhánh này tệ, ra món rất lâu đợi 1 tiếng ra được 2 món, đến lúc ăn xong mì lạnh vẫn chưa ra !"
Busan Korean Food,Mỹ Hạnh Dễ Thương,1 sao,2 năm trước,"Đồ ăn quá tệ, súp kim chi gì mà lạt như nước lã, không chua không cay. Tiếp theo là mandu, tao mua mandu thịt heo mà mày làm mandu chay cho tao, gì toàn rau không. Tiếp theo là không cho mayoness luôn . Cơm trộn không ngon mà thôi tao cũng …"
Busan Korean Food,Hoàng Phúc Lê,1 sao,một năm trước,"Nhân viên thái độ lòi lỏm, không muốn bán hàng, em hỏi bạn có nước chấm không thì quán bảo không sau đó 1 bạn khác đem ra. Không muốn đi làm thì nghỉ bớt thái độ đi ạ. Rất mong đuổi và check cam coi lại dùm em 10/09/2024 11h06p"
Busan Korean Food,Tuyen Mong,1 sao,một năm trước,"đồ ăn ngon NHƯNG  THÁI ĐỘ nhân viên cực kì tệ
nói chuyện không trả lời, kêu đồ thì thái độ :)) là sao???? đi ăn trả tiền mà chứ phải đi xin đâu mà thái độ :)))"
Busan Korean Food,Thanh Duy,1 sao,3 tháng trước,"quán rất tệ , phục vụ kém , đồ ăn không tươi , nguội lạnh"
Busan Korean Food,Anh Mai,1 sao,3 năm trước,"Trải nghiệm cực kỳ tệ từ đồ ăn đến thái độ phục vụ, mỳ tương đen nhạt nhẽo, súp bò hầm trong menu hình 1 kiểu ra ngoài 1 kiểu- bò toàn mùi đông lạnh rất bở, súp kim chi mùi tanh thịt cũng đông lạnh nốt. Ban đầu mình gọi súp bò khi mang ra k …"
Busan Korean Food,Fu Fu Fu,1 sao,8 tháng trước,lúc 18:00 ngày 20/8 mình đi ăn và có gọi 4 chai nước suối và nhóm mình uống còn dư 2 chai nên có ra hỏi nvien thanh toán và phục vụ thì các bạn bảo đã gọi phải uống hết …
Busan Korean Food,Nguyễn Ngô Phương Nhi,1 sao,một năm trước,"Ăn mì udon nước mà miếng thịt bò để một nùi, nó dai thì thôi nhé luôn á, nhai ko đc phải đi nhả ra luôn. Né chi nhánh này nha, bên này bị dơ lắm"
Busan Korean Food,Vân Nhi,1 sao,9 tháng trước,Mình và bạn mình đi 2 người mình muốn ngồi bàn 4 để rộng rãi thì nhân viên lại nói không được vì sắp đến giờ cao điểm nên quán sẽ đông. Vậy mà lúc sau có 2 bạn khác vô nhân viên lại tách cho 2 bạn ngồi bàn 4 mặc dù còn chỗ bàn 2? Không biết …
Busan Korean Food,Vân Nhi Đỗ,1 sao,9 tháng trước,Nhân viên chán không muốn nói. Không biết có chọn nhân viên kĩ không? Khách đang ăn thì cứ lấy cây lau nhà đập mạnh vào bàn và ghế không thấy mất vệ sinh à trời??
Busan Korean Food,tuyến trần,1 sao,2 năm trước,"Shipper thì không được ngồi trong quán , bắt ngồi ngoài VL phân biệt , tao lấy 1 lần 3 đơn ngồi đợi thấy mẹ nó . Nhân viên còn bảo để ship ngồi trong quán bị phạt 50/ người"
Busan Korean Food,Minh Anh Khoa Nguyễn,1 sao,10 tháng trước,"Thái độ nhân viên rất thiếu chuyên nghiệp, bàn còn trống nhưng nói với khách là ngừng nhận khách khu vực ngồi trên lầu. Gom bàn không hợp lý và không có lý do chính đáng vì nghĩ khách chỉ có ít người. Ít người nhưng gọi món của số lượng 2 - …"
Busan Korean Food,Tel'Annas,1 sao,10 tháng trước,"Chăm sóc khách hàng kém, giao sai món, nhân viên cứ vòng vo"
Busan Korean Food,Thùy Như Hồ,1 sao,10 tháng trước,"Không biết trong bếp làm như thế nào mà đặt có hai món gà với thịt nướng đem ra rất lâu, trong khi món ở bàn khác gọi sau nhưng có trước tận 4 món, trong đó có món gà giống bên mình. Các anh giao đồ ăn cũng ra vô có đồ ăn liên tục còn mình …"
Busan Korean Food,Wings Silver (SilverWings195),1 sao,10 tháng trước,"Buổi trưa ngày 13/7, chúng tôi đi 2 người và có hẹn thêm 01 người bạn sẽ đến sau. Khi vào quán, mọi khi nhân viên sẽ hỏi đi mấy người, nhưng lần này không hỏi. Chúng tôi hỏi trên lầu còn bàn ko, nhân viên trên lầu lẫn dưới trệt nhất định …"
Busan Korean Food,Toan Pham,1 sao,6 tháng trước,Quán làm món siêu lâu
Busan Korean Food,Trình Phạm Võ Công,1 sao,một năm trước,"Đồ ăn ra trễ, nhân viên phục vụ không nhiệt tình, gương mặt khó và thái độ khó chịu. 11h8p 10/9/2024"
Busan Korean Food,Tuấn Nguyễn Thanh,1 sao,Thời gian chỉnh sửa: một năm trước,"Ăn ở đây cũng được chục lần do gần nhà nhưng nay mới viết review. Ở đây đồ ăn cũng được nhưng có một số vấn đề sau:
- Đồ ăn phục vụ chậm …"
Busan Korean Food,Đức Hà,1 sao,8 tháng trước,Làm đơn chả ra làm sao đơn tài xế tới đầu tiên thì làm cho 6 tài xế tới sau có đơn hết. Ngộ đời né luôn quán này
Busan Korean Food,Lộc Trần,1 sao,3 năm trước,"Dặn chiên trứng chín thì k làm. Thấy cb món lâu hơn bt tưởng chiên kĩ nên lâu. Dặn cũng như k.
Không làm theo yêu cầu của khách rồi mà còn giao cơm khét"
Busan Korean Food,Thanh Hằng,1 sao,9 tháng trước,"Quán này có fake ko nhỉ???
Các phần ăn ko đồng nhất, chung 1 loại nhưng lúc thì ít lúc thì nhiều. Đặt 1 phần cũng 1 hủ kimchi, 5 phần cũng 1 hủ ???"
Busan Korean Food,Skyyy Ơiii “Đom đóm”,1 sao,một năm trước,"Món ăn làm rất lâu , đợi mòn mỏi luôn , ko có chỗ để xe"
Busan Korean Food,Sương Trần,1 sao,10 tháng trước,"Đồ ăn minh cảm thấy hơi nhạt,nhân viên phục vụ không nhiệt tình lắm.vs lại mình đi ăn với bạn là sự riêng tư nhưng nhân viên lại chụp hình mình mà không xin phép"
Busan Korean Food,lễ phan,1 sao,7 tháng trước,2 món ăn mà làm 30p sợ thiệt . Trải nghiệm thất vọng
Busan Korean Food,Nhân Đinh,1 sao,3 tháng trước,"Đặt đồ ăn hơn 2 tiếng không có,l 🥲 …"
Busan Korean Food,Ngan Nguyen,1 sao,3 năm trước,"Chúng tôi đã gọi một phần mì tương đen, một phần kimbap cá ngừ và một phần súp bò Bulgogi. Trải nghiệm của chúng tôi rất tệ, cả về đồ ăn lẫn dịch vụ. Mì thì quá loãng, súp bò chỉ có vài miếng thịt, ít nhất thì kimbap cũng ăn được. Nhân viên phục vụ rất thiếu thân thiện, hoàn toàn phớt lờ khách hàng, và thái độ cũng rất thô lỗ. Sẽ không bao giờ quay lại đây nữa."
Busan Korean Food,Nguyễn Thị Minh Uyên,1 sao,một năm trước,QUÁ TỆ. Đợi gần tiếng đồng hồ mà vẫn chưa lên được món nào. Cứ 10-15p ra hỏi thì kêu đang làm xong cuối cùng hoá ra là làm mất phiếu order món của khách. Tại sao có khách ngồi tại bàn mà lại k thường xuyên check món cho khách nếu thấy khách …
Busan Korean Food,Ngân Hà Nguyễn Phan,1 sao,2 năm trước,Miến xào dc quán bonus cọng dây chun đảm bảo dai sựt sựt nhai không đứt 🤡 …
Busan Korean Food,Thuy Le,1 sao,một năm trước,"Nhân viên phục vụ kiểu ăn dc thì ăn. Không dc thì đi về đi, từ nhân viên áo đỏ cho tới áo đen kg đứa nào tv hay niềm nỡ, kiểu đi làm mà ai ăn hết của."
Busan Korean Food,Ngoc Pham,1 sao,một năm trước,"Mình ăn ở chi nhánh này khá nhiều vì đồ ăn bên này ngon hơn các chi nhánh khác. Nhưng mà quán có vẻ không cần khách và không tôn trọng khách hàng cho lắm, nhân viên nhí nha nhí nhố ồn ào, khách gọi nhiều khi giả điếc không thèm nghe xem …"
Busan Korean Food,Won Jimmy,1 sao,2 năm trước,"Mình đi 2 người ăn ngày tết mùng 5, vào buổi chiều tối, khách đông, shipper thì ngồi kín. Mặc dù như vậy quán vẫn rất tham và nhét khách ngồi vào bàn khiến cho các bạn khách rất khó chịu, thiếu nhân viên nên mình biết quán sẽ nấu lâu hơn …"
Busan Korean Food,Lai Anhngoc,1 sao,6 tháng trước,Ăn chi nhánh khác oki hơn về chất lương đồ ăn
Busan Korean Food,Pikuki,1 sao,2 năm trước,Quán bắt tx lấy đơn để xe dưới lòng đường gây nguy hiểm và mất an toàn giao thông
Busan Korean Food,2200_ Nguyễn Ngọc Anh,1 sao,một năm trước,"Nhân viên rất thái độ, nói chuyện thì không có chủ ngữ, vị ngữ, chơi game khách kêu 5-6 lần không trả lời. Ca sáng ngày 4/1"
Busan Korean Food,Mai Nguyen Ngoc,1 sao,một năm trước,"Mình đã ăn ở đây vài lần vì gần nhà, đồ ăn ổn, giá ổn. Nhưng lần này trải nghiệm quá tệ và k bao giờ quay lại. …"
Busan Korean Food,Người vận Chuyển,1 sao,10 tháng trước,"2 món ăn : 1 súp bulogi
1 gà viên không xương. Làm 30p chưa xong,quá tệ"
Busan Korean Food,Fang Orange,1 sao,2 năm trước,"Thái độ của nhân viên thu ngân cực kì tỏ vẻ khinh thường khách. Ăn ở đây cũng 3 4 lần rồi. Order chả cá hàn quốc, bưng cái dĩa với 1 miếng chả cá ra, mình thắc mắc “ủa e ơi, đây là chả cá topping ăn kèm lẩu”(trong khi không hề kêu 1 món lẩu …"
Busan Korean Food,Ngô Hoàng Ngọc My,1 sao,một năm trước,"Mình ăn xong bị ngộ độc. Ói hết thức ăn của quán đã ăn từ tối hôm trước, chóng mặt, sốt nhẹ, tiêu chảy liên tục, buồn nôn dù đã nôn hết."
Busan Korean Food,Việt Phước Nguyễn,1 sao,một năm trước,"Đã ăn nhiều quán Busan nhưng ở đây rất tệ, phục vụ cực kỳ chậm, rất chậm, mình đên lúc vắng khách nhưng vẫn rất chậm. Tức cái là khách đến sau lại có món trước mình."
Busan Korean Food,Như Ý Hồ Nguyễn,1 sao,2 năm trước,"Nhân viên có vẻ mặt không vui. Gimbap cơm bị sống. Phục vụ quá kém. Em bé khách bị đổ nước không thèm hỗ trợ khách, không quan tâm tới khách hàng luôn. Chất lượng quá kém so với giá tiền, càng ngày càng đi xuống. Sẽ không quay lại."
Busan Korean Food,RHM K45 Tran Thi Thanh Trang,1 sao,một năm trước,"Thái độ dịch vụ quá tệ , khách ngồi vô bàn yêu cầu khách qua bàn khác ngồi, hỏi lí do thì hỏi 2 lần mới trả lời là “ chị ngồi đây khách vô sau sợ khách k ngồi bàn kế” :) trong khi bàn riêng biệt . Nhân viên thì cười nói chuyện nhưng khách …"
Busan Korean Food,Quoc Bao,1 sao,7 tháng trước,Làm đồ ăn cho khách trước rồi mới làm cho shipper
Busan Korean Food,Trúc Nguyễn,1 sao,một năm trước,"thất vọng về dịch vụ. Mình đến trước và order trước nhưng bàn đến sau lại có đồ ăn trước. Đợi phải hơn 20 phút nhắc nhân viên bạn mới check lại. Món sườn lên lâu phải báo với khách , mình ăn hết rồi mới đem món lên thì hết hứng. Còn lên thiếu món nữa. Phục vụ quá tệ nên take care khách tốt hơn."
Busan Korean Food,Vi Pham,1 sao,một năm trước,"Cơm cứng ngắt như lấy từ tủ lạnh ra vậy, vừa cứng vừa chai. RẤT PHÍ TIỀN, QUÁN NÊN ĐỀN BÙ PHẦN NÀY CHO MÌNH, VỨT CHỨ CHẢ ĂN ĐƯỢC"
Busan Korean Food,Nhi Kiệt Nguyễn Phạm,1 sao,một năm trước,Kh có chi nhánh nào nhân viên tệ như chi nhánh này. Tl khách rất hời hợt. Khách để order đi qua đi lại thấy nhưng cứ lơ đi như là không thấy gì. Sẽ kh bao giờ quay lại chi nhánh này
Busan Korean Food,Linh Nguyễn,1 sao,2 năm trước,"Cái đầu tiên tôi ko hài lòng khi bước vào quán đó là khi tôi đi ngang qua quầy với 1 dàn nhân viên để trước khi lên lầu thì tôi có hỏi là còn bàn ko em và tôi đã được đáp trả lại với thái độ nhìn khách thờ ơ, ko trả lời khách và cũng ko …"
Busan Korean Food,DƯƠNG DOMIC,1 sao,một năm trước,"Mình đi vào ngày 5/8 vào buổi trưa và mình ăn ở trên lầu. Thái độ của chị nhân viên cực kì tệ, cứ tưởng là mình đi ăn không trả tiền vậy :) đây cũng không phải lần đầu tiên mà chị ấy có thái độ như vậy.  Và dù đồ ăn có ngon tới đâu mà mỗi lần đến ăn đều gặp phải những thái độ như vậy thì mình cũng thấy buổi ăn thật tệ"
Busan Korean Food,Thiên Thanh Tống Thới,1 sao,2 năm trước,Thái độ nhân vién ko tốt đồ ăn ổn nhưng khẩu phần ít
Busan Korean Food,HG VIET,1 sao,một năm trước,"Giờ cao điểm thì ngta mới đặt bàn
Đặt bàn không nhận
Rồi giờ ít người t cần gì đặt bàn làm gì
Né luôn đi quán khác cho lành đi nhé"
Busan Korean Food,Lâm Quỳnh Nhi,1 sao,một năm trước,"Quán làm ăn ẩu quá đang ăn rớt ngay miếng sắt chà nồi rồi lỡ không phát hiện rồi cho khách ngỏm luôn hay j . Phục vụ lơ mơ cho khách ăn cục bơ bự chà bá . Còn sàn nhà thì dơ dáy rít kinh. Kim chi thì rất hôi , còn nghêu trong súp rong biển …"
Busan Korean Food,Hà Vy,1 sao,2 năm trước,"Hôm nay mình đi 3 người vào lúc 19:00 tối , thì khá đông , nên 3 đứa mình được mời lên trên lầu. Lúc đầu bọn mình được kêu là ngồi bàn 2 bàn 4 nhưng sau đấy một bạn nam với cái chất giọng khó chịu đã kêu "" Anh chị qua đây ngồi đi ạ , em lau …"
Busan Korean Food,Phước Nguyễn,1 sao,một năm trước,"Đồ ăn khá là ổn.
Nhưng phục vụ hơi chán đời ạ.
E mới ik ăn hồi chủ nhật quán cũng ko đông khách khoảng 5b khách mà phục vụ chán lắm"
Busan Korean Food,Lann,1 sao,một năm trước,Tối 17/6 mình đi ăn với bạn quán đông chật còn gặp bạn nhân viên nữ đeo khẩu trang trắng mặt quạu quọ liên tục thật khó chịu mất tâm trạng ăn thật sự
Busan Korean Food,Huong Nguyen,1 sao,2 năm trước,bán hàng hay thiếu món . càng lúc càng tệ
Busan Korean Food,yen bui,1 sao,4 năm trước,"Mình không có ý kiến gì về thức ăn, món ở đây khá ổn, giá rất tốt. Mình hay order về nhà.
Nhưng hôm 13/2/2022 mình lần đầu tới quán ăn và trải nghiệm 1 cách phục vụ đáng …"
Busan Korean Food,Tường Nguyễn,1 sao,2 năm trước,"Hình như nhân viên thu ngân k biết nói, mặt thì thái độ, nhân viên phục vụ thì liên tục đưa sai món (k chỉ riêng bàn mình mà các bàn khác cũng đem lên món sai liên tục), nói chung dịch vụ cực kỳ tệ, quán cần xem lại."
Busan Korean Food,Thanh Vũ,1 sao,một năm trước,"Ăn bên lê văn sỹ thì ngon mà chi nhánh này dở quá,món gà chiên thì ỉu không giòn, mỳ thì  kêu bò mỹ bưng ra bò việt nam vị nhạt nhẽo"
Busan Korean Food,Hoang Tran,1 sao,một năm trước,Teotobboki thì ít bánh gạo nhão nhẹt xúc xích bị HÔI có nhiêu đồ ăn mà bán dở mà bán 50k? . Mì cay thì 1 đống nước đồ ăn ít sịu mà bán 70k nói chung TỆ
Busan Korean Food,thanh pham,1 sao,Thời gian chỉnh sửa: một năm trước,"Mình khách quen của quán, khoảng tuần trước ghé lại ăn rất thất vọng đồ ăn làm dở đi rất nhiều không còn chất lượng, đồ ăn bị thiêu mà còn đem lên phục vụ cho khách quá tệ. Khá nóng máy lạnh yếu."
Busan Korean Food,Boo Babi,1 sao,4 năm trước,"Nhân viên thái độ với khách, lo ngồi chơi không phục vụ món, khi khách giục thì mới bắt đầu vào làm, đồ ăn không ngon. Khuyên mọi người không nên đến quán này ăn"
Busan Korean Food,Tấn Qúi Nguyễn,1 sao,2 năm trước,"Thời buổi cạnh tranh mà dịch vụ rất kém và mất thời gian.
Mình muốn đặt bàn bên chi nhánh Phan Văn Trị, nhắn bên FB chính rồi không thấy ai gọi nên mình gọi xác nhận cho chắc. …"
Busan Korean Food,Trâm Nguyễn,1 sao,3 tháng trước,"Tệ, chất lượng ngày càng đi xuống"
Busan Korean Food,Nhu Quynh,1 sao,2 năm trước,"Trước mình ăn tiệm bán có tâm lắm, có nhân viên tư vấn ăn gì cho ngon, nước suối miễn phí lấy uống thoải mái, mà vệ sinh sạch sẽ cũng ổn. Mấy tháng sau quay lại đồ ăn kém chất lượng hẳn, kiểu ăn bị nặng bụng ấy, chỗ ngồi thì dơ, dưới chỗ …"
Busan Korean Food,Vũ Lê,1 sao,3 năm trước,"(các bạn mua mang về, đặt giao hàng thì cẩn thận xem xét)

hộp đựng ko đảm bảo chất lượng. ko có kí hiệu chống được nhiệt độ cao với các …"
Busan Korean Food,Tuấn Lý,1 sao,2 năm trước,Món ra chậm dù đã ngồi 45p đợi có vẻ nhân viên quên luôn khách đã gọi món. Gây ra cảm giác không ngon cho khách hàng.
Busan Korean Food,Hà Phan,1 sao,3 năm trước,"Nhân viên phục vụ quá tệ.món ăn dở,mình đi ăn lúc 12h trưa quán khá vắng chỉ có 1 bàn ngồi mà thái độ của nhân viên kiểu ko muốn bán hàng.mình ăn đồ nướng có xin thêm ớt tỏi thì nhân viên k trả lời.gọi nước thì tới gần về mới mang ra.quán …"
Busan Korean Food,Linh Nguyễn,1 sao,một năm trước,"Lên đồ ăn quá chậm , công việc quá tải mà vẫn nhận khách ra vào đều đều"
Busan Korean Food,KEM NT,1 sao,3 năm trước,Khách vô sau có món trước. Đợi 20p nhân viên tới kêu sót bill oder lại món. Thiệt hải hồn quán này.9
Busan Korean Food,Trí Quang,1 sao,8 tháng trước,Do an làm wa lau ma lai k ngon
Busan Korean Food,Tùng Nguyễn,1 sao,5 năm trước,Khách gởi xe ai có mũ tốt nên cầm vô chứ mất quán ko chịu trách nhiệm. Dán cái biển bảo tự bảo quản đồ nhỏ xíu mất mũ thì là do khách tự chịu. Đồ ăn thì cũng bt. Mình ko hài lòng với cách ứng sử khi khách bị mất đồ như vậy.
Busan Korean Food,Lan Thiều,1 sao,2 năm trước,"Đồ ăn phục vụ siêu lâu, chất lượng tồi. Cũng là busan sao chi nhánh ở đây lạ lắm"
Busan Korean Food,Kim Thuyen,1 sao,2 năm trước,"Quán mua online ko bao giờ cho thêm cá cơm, đã đặt rất nhiều lần và lần nào cũng báo hết món cá cơm."
Busan Korean Food,uyen nhat,1 sao,3 năm trước,"Trải nghiệm tội tệ, shop làm ăn như kiểu gì??? Giao thiếu đồ ăn , đồ ăn nguội lạnh cũng giao cho khách hàng được. Quá thất vọng .
Đánh giá cho mn thấy cách làm việc của nhà hanhg"
Busan Korean Food,van nguyen,1 sao,3 năm trước,"Đồ ăn thì ngon nhưng thái độ phục vụ của các bạn nhân viên RẤT KHÔNG tôn trọng khách hàng, mình gọi tính tiền thì các bạn làm lơ nhìn xong đi chỗ khác, đến khi chồng mình kêu thêm vài ba lần nữa thì các bạn mới ngó sang chỗ mình một cái, …"
Busan Korean Food,Anhtran Mr,1 sao,4 năm trước,Chấp nhận đơn trong vòng 30 phút tài xế sẽ đền tiền bằng món ăn  mà quán này đến rồi mới bắt đầu bấm bill thì quá tệ rồi
Busan Korean Food,Lê Hương,1 sao,2 năm trước,"Thịt nướng ba chỉ ăn dở giống thịt luộc. Ăn xong cảm thấy chóng mặt buồn nôn, mình đi cả hai ng đều bị. Sẽ không quay lại."
Busan Korean Food,Đạt Lê Trọng,1 sao,một năm trước,"Nhân viên nữ phục vụ nhăn nhó,khó chịu,sẽ không quay lại"
Busan Korean Food,Vinh Khang Nguyen,1 sao,2 năm trước,Có gián
Busan Korean Food,Trinh Trinh,1 sao,một năm trước,"Vị đồ ăn ở đây dở, mặnnnnn và kim chi để lau rất chuaaa"
Busan Korean Food,Khoa Nguyễn,1 sao,2 năm trước,"Thịt heo hỏng van bán cho khách , ăn đêm qua về nguyen cả đêm đến tới tiêu chảy"
Busan Korean Food,Hưng Mỹ,1 sao,2 năm trước,Nhân viên vô trách nhiệm. Gọi mãi không trả lời. Làm việc riêng quên món.
Busan Korean Food,Trần Hạnh,1 sao,3 năm trước,Quán làm món cho shipper cực lâu. Thái độ phục vụ ko tốt
Busan Korean Food,Phúc Lâm,1 sao,4 năm trước,Nhân viên phục vụ quá tệ. Sàn nhà quá dơ. Nhân viên sử dụng điện thoại ồn ào.
Busan Korean Food,Phuong Nguyen,1 sao,4 năm trước,"Nhân viên âm chì, đồ ăn thì rất lâu vẫn chưa có món ăn, quá tệ"
Busan Korean Food,Gia Huy,1 sao,11 tháng trước,ăn 1 lần và trúng thực cạch mặt vội
Busan Korean Food,Cậu Ba,1 sao,3 năm trước,Làm ngã hư hết dàn áo xe mà còn cười nói vui vẻ như không có gì. 1 câu xin lỗi còn không có
Busan Korean Food,Nguyễn Ngọc Huyền,1 sao,một năm trước,Lên món siêu chậm mặc dù ko quá đông khách
Busan Korean Food,Shipper,1 sao,3 năm trước,Quán làm lâu để ae tài xế đợi hơn nữa tiếng mới có đô ăn giao
Busan Korean Food,Sang Nguyễn Minh,1 sao,5 năm trước,nhà hàng để đồ ăn mang về k kỹ... tôi mua về để ngay ngắn mà vẫn bị đỗ
Busan Korean Food,Huỳnh Nhật Nam,1 sao,một năm trước,"Nhân viên thái độ , không nên ăn ở đây"
Busan Korean Food,Đức Nguyễn Ngọc,1 sao,2 năm trước,"Nhân viên k tập trung vô khách, quên món, quên yêu cầu của khách"
Busan Korean Food,ky châu A,1 sao,một năm trước,Đồ ăn rất tệ thật sự nước lèo rất mặn
Busan Korean Food,Tu Truong van,1 sao,5 năm trước,"Địa chỉ ma, không có quán nào ở đây cả. Quán nằm ở bên cầu bông."
Busan Korean Food,Le Hoa,1 sao,một năm trước,"Nhân viên quá tệ, thái độ với khách hàng."
Busan Korean Food,Quân Lương,1 sao,3 năm trước,"Nhân viên phục vụ thái độ, thức ăn ra lâu"
Busan Korean Food,Phucnam Nguyen,1 sao,2 năm trước,"Nhân viên thiếu trách nhiệm , ngồi chơi game không nghe khách gọi"
Busan Korean Food,Bad Wind,1 sao,3 năm trước,Nhân viên như cc!! Vừa ngồi chơi game vừa chửi shiper
Busan Korean Food,Tuấn Nguyễn,1 sao,một năm trước,Thái độ nhân viên nam gầy ốm
Busan Korean Food,nguyen bao,1 sao,2 năm trước,"Nhân viên thiếu chuyên nghiệp, không tập trung"
Busan Korean Food,Nhật Linh Đinh Trần,1 sao,3 năm trước,Quá tệ đuefng ăn quán này nha mn
Busan Korean Food,Hà Trân Võ,1 sao,một năm trước,Nhân viên thái độ khó chịu
Busan Korean Food,Hoang Dang,1 sao,5 năm trước,quan lam mon rat lau.dù ko co khach van lam do an cham chap
Busan Korean Food,Quỳnh My Phan Thị,1 sao,3 năm trước,Thái độ của nhân viên quá kém
Busan Korean Food,Ngọc Thông Nguyễn,1 sao,2 năm trước,30p vẫn chưa có món
Busan Korean Food,Tài Lê Hữu,1 sao,một năm trước,Làm đơn quá lâu
Busan Korean Food,Thắng Huỳnh,1 sao,5 năm trước,Nhân viên phục vụ cực kém
Busan Korean Food,Danh Đỗ Đăng,1 sao,2 năm trước,Quá tệ!!
Busan Korean Food,Thuan Nguyen,1 sao,5 năm trước,Làm món rất là lâu
Busan Korean Food,Trường Nguyễn,1 sao,Thời gian chỉnh sửa: một năm trước,Phục vụ rất TỆ
Busan Korean Food,Vincent Lin,1 sao,2 năm trước,Quá tệ
Busan Korean Food,le hoang,1 sao,3 năm trước,Phục vụ quá tệ
Busan Korean Food,Tran Vo,1 sao,5 năm trước,Nha hang lam qua lau
Busan Korean Food,Amélia Rose,1 sao,2 ngày trước,"Mình đang viết đánh giá này trong lúc ngồi đợi quán làm đồ ăn. Đợi hẳn 1 tiếng, người tới sau mà người ta ăn xong đi luôn rồi. Shipper tấp nập ra vào còn mình vẫn ngồi meo mốc ở đây không ai báo là quên làm món hay báo món ra lâu gì cả. Không bao giờ ghé lại."
Busan Korean Food,Phương Hoài,1 sao,6 ngày trước,"Chưa bao giờ mình give bad review nhưng mà lần này quá bực mình phải về đánh giá liền nhé. 19h50p mình đến thì BẢO VỆ không đưa vé xe, đến lúc về lại QUÁT THÁO vào mặt khách bảo là do khách làm mất, thề có trời t còn k biết cái vé tròn méo …"
Busan Korean Food,Tấn Phát,1 sao,2 tuần trước,Canh kim chi càng nấu vị càng tệ. Nhắc luôn với hệ thống bán mang đi món nước mình bỏ vô bịch r bỏ vào hộp nhựa để di chuyển nó không bị đổ. Mua mang về bỏ vô cái hộp cái nắp nó méo xẹo gắn vào không khít vào khớp. Mang về cẩn thận không …
Busan Korean Food,Ngoc Tu Bui Pham,1 sao,một tháng trước,"Cần xem lại training nhân viên, phục vụ kém, khách phải tự bê đồ ăn lên"
Busan Korean Food,wonderkid 20,1 sao,3 năm trước,"Kimchi thì quá ngọt, còn kimbap thì quá nhạt nhẽo... Có vẻ như món ăn này được điều chỉnh theo khẩu vị của người dân địa phương."
