rating,text,word_count,food,service,place,cost
3 sao,"xem review nên ghé thử. lặn lội đường xa chạy qa nhưng trải nghiệm thì hơi thất vọng. lên món rất lâu, có bé nhỏ sợ bé đói mà đồ ăn lên lâu. do đông hay sao mà mang phần ốc ra nhìn bày hày, phải tém tém cho gọn chút chụp cho đỡ kì. vị ăn cũng được, nhưng chất lượng ốc bị chết nhìu, không biết do xui hay sao,nhân viên phục vụ ổn, không gian ổn, bàn ghế trên lầu thì bụi nhìu.",86,3,1,2,0
5 sao,"quán đã đổi tên thành ốc hương biển, giá bình dân hương vị đậm đà, nhân viên nhiệt tình phục vụ mau lẹ.",23,2,2,0,2
5 sao,"đồ ăn ngon, giá cả phải chăng, nvien khi đông có hơi chậm chút",14,2,1,0,2
4 sao,thức ăn hơi mặn. giá bình dân. wc sạch sẽ. phục vụ chưa tốt lắm,15,1,1,2,2
5 sao,"quán đã đổi chủ. đổi thành ốc hương biển ,món an ngon ,nhân viên nhiệt tình ,se ghé lại lần sau",21,2,2,0,0
1 sao,"nhân viên pv tệ, vô ngồi chờ cả tiếng mà vẫn chưa có đồ ăn, đến khi mang đồ ăn ra đã nguội lạnh hết rồi ăn không ngon nữa đồ ăn hơi nhạt",34,1,1,0,0
1 sao,"đợi hơn 30p lên được 2 món, đem ra nguội ngắc luôn, mà hầu như món nào đem lên cũng đều bị nguội lạnh, phục vụ chậm, bê đồ ăn lên không kèm nước chấm, đến món cuối cùng mình mới nhắc nước chấm thì có của món cuối. trải nghiệm thật sự rất tệ, sẽ không quay lại lần sau, mình đã đi ăn theo quảng cáo của rất nhiều quán, nhưng quán này thực sự phải nói là bị fail vô cùng. quán cần cải thiện lại phần đồ ăn và training lại nhân viên.",97,1,1,0,0
5 sao,"quán rộng rãi thoáng mát , nhân viên phục vụ nhiệt tình , đồ ăn ngon mà lại vừa túi tiền",20,2,2,2,2
5 sao,"đồ ăn ngon, rất rộng rãi thoáng mát. có thể tổ chức tiệc gia đình, cty hàng chục người vẫn ổn rất đa dạng món ăn.",26,2,0,2,0
1 sao,"phải nói là trải nghiệm rất tệ, đồ ăn nấu nhạt, nước mắm như nước muối, tôm sốt thái mà chưa lấy chỉ tôm ra muốn ăn phải ngồi bóc chỉ tôm- nước sốt thì ngọt không cay, nghêu hấp thái thì nhạt như nghêu luộc, mì xào thịt bò xào cứng và dai, hàu nướng mỡ hành sống ăn cảm giác có vị chát , xà lách trộn rong nho thì là rong nho ngâm mang ra rong nho teo hết xà lách để ăn rau sống chứ không phải xà lách giòn. nói chung là cũng xem review tiktok mà đến mấy bạn rw vui lòng rw có tâm 1 chút. không bao giờ quay trở lại.",119,1,0,0,0
1 sao,"ông khơ chủ quán cần coi lại thái độ của nhân viên, nhân viên gì đâu mà toàn bơ khách, món thì chế biến nguội ngắt, đồ ăn nêm nếm sơ sài. đặc biệt có bạn tóc vàng nói chuyện với khách rất láo",44,1,1,0,0
1 sao,"đợi 30p ra được 1 món, còn không có nước chấm, có 1 bạn nhân viên nữ trên lầu hình như tên vy hay my gì đó thái độ phục vụ kém thậm tệ, đến đây ăn chỉ mang bực tức đi về, chứ không có một cái ấn tượng nào nữa. quá kém",54,0,1,0,0
5 sao,quán đồ ăn rất ngon phục vụ rất tốt . rất ổn,12,2,2,0,0
5 sao,"đồ ăn ngon lên món nhanh , trang trí sinh nhật được tặng mà trang trí rất ổn",18,2,0,0,0
5 sao,"quán rộng rãi thoáng mát, đồ ăn ngon nhân viên phục vụ nhiệt tình tận tâm.",18,2,2,2,0
5 sao,"đồ ăn ngon giá bình dân , không gian thoải mái đáng để quay lại",15,2,0,2,2
2 sao,"trải nghiệm lần đầu và không có lần sau - đồ ăn lên rất chậm, tưởng đâu bếp làm không kịp nhưng đồ ăn mang ra thì lại nguội ngắc - đồ ăn vị ổn nhưng nước chấm không đa dạng",41,3,1,0,0
5 sao,"đồ ăn ngon, view đẹp, phục vụ rất tận tình 10 điểm",14,2,2,2,0
5 sao,"đồ ăn ngon, phục vụ chu đáo, không gian quán rộng rãi",12,2,2,2,0
2 sao,"mình đi ăn nhiều lần, nay quay lại quán đổi chủ hay sao á, đồ ăn dở nhân viên thái độ không như trước, giá cao mọi người cân nhắc nhé",30,1,1,0,1
4 sao,"tất cả mọi thứ từ món ăn tới cơ sở hạ tầng bàn ghế trong quán đều 10. trừ nhân viên trong quán, nhân viên phục vụ rất lơ là, muốn gọi nhân viên như truy tìm kho báu. không nhiệt tình. mình góp ý quán nên training lại nhân viên lại thì khách sẽ muốn tới nhiều hơn.",59,2,1,2,0
5 sao,"quán ốc ngon, phục vụ nhiệt tình, không gian thoáng mát",11,2,2,2,0
1 sao,"quán lên món lâu 1 tiếng lên được 1 đĩa, phục vụ chậm chạp gọi đưa đồ muỗng này kia kêu 3-4 lần mới đưa, lên lẩu thì không có bún vá múc kêu mấy lần mà nhân viên thái độ không quan tâm, hết gas mà kêu không 1 ai để ý quá tệ",56,0,1,0,0
5 sao,quán rộng rãi thoáng mát sạch sẽ tôi thấy ổn,10,0,0,2,0
3 sao,"mình đến quán lần 2 vào tối 19, lần trước ngồi ở dưới, lần này ngồi ở trên. mình góp ý với quán như thế này! đồ ăn ổn, giá hợp lý quán nên traning nhân viên kỹ 1 xíu nhé, góp ý thật lòng mình đi 3 người, oder rất rõ là lấy 1 7up, 1 coca, 1 pepsi. bạn lấy ra 2 coca, mình có nói thì bạn vào đổi qua 7up, nhưng lại không lấy pepsi, mình phải nhắc thì mới lấy. rồi lại lấy có 2 ly đá, 2 cái chén đũa, phải nhắc là chưa có thì bạn mới lấy. mình đến kêu những món như sau : 1 ốc hương sốt trứng muối, 1 mực nướng, 1 sò huyết, 1 lẩu thái. bạn nhân viên đêm sò huyết lên trước,lẩu lên thứ 2, nhưng mà không có nước chấm, không có bún! trời ơi, những cái đó là những cái cơ bản nhất. mình thấy bạn ấy đi tưởng đâu là đi lấy mấy cái đó, ai dè bạn lại ngồi chơi. đến lúc mình gọi lại hỏi thì nói quên, đem ra liền sau đó 1 khoảng lâu là mực nướng, đến khi tụi mình ăn gần xong thì thấy món ốc hương sao lâu quá? hỏi lại thì. bị quên.",218,3,1,0,2
5 sao,"quán siêu rộng, giá lại ổn, 10 điểm hổng có nhưng",12,0,0,2,2
1 sao,"quán hết món mà không nói làm oder đợi xong mới ra báo hết món, bếp nấu ra ngồi nhậu không lên món cho khách , nhân viên phục vụ kém chất lượng , nói chung là không nên ăn",40,0,1,0,0
1 sao,"lần đầu đến quán , mà phục vụ chán quá , kêu 2 món mà đem ra 1 món , rồi 1 tiếng sau đem ra nữa , lẩu hết ga kêu đổi ga không ai quan tâm , đem lẩu ra không có bún , không vá thì ăn kiểu dì , kêu mấy lần mà bắt khách tự làm hết là saoo ? , làm ăn kiểu dì , thông cảm mới tự làm , quá nhiều lần , làm ăn quá chán , xứng đáng 1 sao",90,0,1,0,0
3 sao,"quán rộng thoải mái, setup sinh nhật free, đồ ăn theo phần ít, cháo hàu loãng như canh, đếm được khoảng 5 con hàu trong nồi cháo. món lên rất chậm. được mỗi điều là các bạn phục vụ vui vẻ thân thiện",43,1,2,2,0
5 sao,"đồ ăn rất ngon, hợp khẩu vị, quán thoáng mát sạch sẽ, nhân viên dễ thương, từ khi biết đến quán thì chỉ đi quán này thôi",27,2,2,2,0
5 sao,quán sạch sẽ thoáng mát giá hợp lý lần sau ủng hộ tiếp,13,0,0,2,2
5 sao,"đồ ăn ngon, quán nhiệt tình, nhân viên phục vụ nhanh gọn vui tính",13,2,2,0,0
5 sao,không gian thoáng mát đồ ăn tưới ngon,8,2,0,2,0
1 sao,đồ ăn quá lâu món ăn so với giá thì hơi cao hương vị cũng bình thường nói chung là chỉ ghé 1 lần.,24,3,1,0,1
1 sao,"mình tới vào m4 tết quán cực kì tệ và thất vọng. tới ngồi nhân viên dọn bàn sơ xài cực kì dơ. gọi món cả tiếng mới thấy lên mà còn thiếu nước chấm. đợi nước chấm thêm nửa tiếng nữa. trong khi nhân viên 3-4 người đứng rảnh chơi với nhau. kêu thì người này đùn đẩy người khác không ai làm. đặc biệt mới kêu món được 5 phút, bàn mình có ý muốn huỷ món cá chiên nếu chưa làm. nhưng nhân viên bảo quán làm rồi nên vẫn ráng đợi. đợi tới cuối giờ lâu quá, hỏi nhân viên khác về món đó thì lúc-đó mới được biết cá đã hết. vậy mà lúc đầu dám nói xạo không chớp mắt là quán đã làm rồi. mà hết món còn không báo với khách để ngồi chờ tới cuối giờ. nhân viên thiếu trung thực, phục vụ hời hợt. món dở dai. trải nghiệm quá tệ chưa từng có.",164,1,1,1,0
2 sao,"mình mua 1 phần cá cam nướng về tới nhà mở ra lại không thấy nước chấm đâu hết, quán cũng tối rồi nhưng mình chưa ép quán làm lẹ để thiếu sót như vậy, cảm nhận ăn đồ mà không có nước chấm thì sao ăn",47,0,1,0,0
5 sao,"quán ăn ngon nhé, hải sản tươi ngon.",8,2,0,0,0
5 sao,"đồ ăn ngon, mẹt hải sản rất ngon nhé. nhân viên phục vụ còn hơi lơ là, chưa biết giới thiệu món. không gian rộng, phù hợp đi gia đình hoặc đặt tiệc.",33,2,1,2,0
5 sao,"quán ốc nhưng có rất nhiều món khác. tất cả các món đều tươi, ngon, đậm đà. nhân viên và ông chủ rất nhiệt tình. nói là quán nhưng không gian như nhà hàng. rất rộng. quán còn giúp mình decor sinh nhật nữa.",44,2,2,2,0
1 sao,"quán này chỉ bán cho khách đến một lần thôi, không cần quay lại đâu mọi người. phục vụ siêu tệ, gọi món thì 1 tiếng chưa thấy món đâu, món hết thì nhân viên cũng không báo, để khách hỏi mới báo. nhân viên quán này bị bệnh không tập trung, khách cần gì cũng ừ ừ xong im ru đi làm việc khác. đồ ăn hạn hán lời, hàng đông lạnh không chần nước sôi mà nướng liền làm dai nhách. điểm cộng duy nhất là nhà vệ sinh sạch nhen mọi người, mọi người tới quán để đi với thì được chứ ngồi lại ăn thì không nhen",107,1,1,2,0
5 sao,"quán view đẹp, đồ ăn ngon, phục vụ chu đáo",10,2,2,2,0
4 sao,ngoài ốc ra có nhiều món heo bò gà khác. ngon rẻ.,12,2,0,0,2
5 sao,"quán rộng, mát, đồ ăn ngon",6,2,0,2,0
1 sao,gọi món lâu. lên món lâu. khi món lên thì nguội ngắt. sò huyết với vú heo có vị chua chua như hàng để tủ lạnh lấy ra làm lại phục vụ khách.,33,1,1,0,0
5 sao,"quán ngon , sạch sẽ , phục vụ ổn",9,2,2,0,0
1 sao,"đồ ăn bình thường ghét cách phục vụ , đồ ăn thì quá lâu , phục vụ quá kem nên cân nhắc quán này",23,3,1,0,0
1 sao,"hôm nay anh mình có tổ chức sinh nhật và đặt bàn trước để chọn vị trí đẹp, decor và đặt bánh kem. nhưng lúc đến nơi thì quản lý báo là bàn đó chủ đã dùng để đãi tiệc rồi và di chuyển tụi mình qua bàn khác ngồi đợi 30p mới có bàn. nhưng đến lúc tụi mình có bàn và uống hết 2 thùng bia rồi nhưng mà đồ ăn vẫn chưa lên, đến lúc quán vắng rồi mới có đồ ăn. nhưng đồ ăn lại cực kỳ ít và không ngon như 2 lần trước mình ăn. mình quá thất vọng về quán lần này",109,1,1,0,0
5 sao,cảm nhận của mình thấy thì quán phục vụ đồ ăn ngon và có chỗ ngồi thoáng mát. nếu có dịp mình sẽ ghé thêm lần nữa.,27,2,0,2,0
1 sao,"đồ ăn bình thường không ngon thái độ phục vụ tệ, lên món chậm tính tiền quá lâu 1 tiếng không tính xong được cái bill",26,1,1,0,0
1 sao,"quán như l biết bao nhiêu quán xui lắm mới đi dính quán này không có lần 2 luôn , đồ ăn vừa lâu vừa mắc đem ra lác đác nhìn như đồ chơi , order món này xong đem món khác kêu ăn đỡ đi ngon lắm , ngon cái l",52,1,1,0,1
1 sao,"trải nghiệm đã 3 lần. lần 1 lúc mới khai trương phục vụ khá chậm, không bao quát nhưng đồ ăn khá tươi, tạm chấp nhận. nên quay lại lần 2, lần 2 vẫn không cải thiện về khâu phục vụ nhưng nghĩ chí ít đồ ăn tươi nên quay lại, kết quả vị quá mặn, cũng đã góp ý cho chủ quán. lần 3, quá tam ba bận nghĩ chắc quán cũng có thay đổi, hơn nữa mình thích đồ ăn tươi nên quay lại ai dè quá thất vọng. quán thì mở to, tức mục đích sẽ phục vụ nhiều khách thì phải đảm bảo nguyên liệu, gia vị và bếp đầy đủ đằng này gọi đồ ăn cả tiếng không có, đũa muỗng không mang lên, cũng không có món phụ để ăn trong lúc chờ, hỏi còn bàn không thì nhân viên ngơ ngác không biết gì, đồ ăn cơm chiên dương châu mà như cơm nguội cho tý dầu, 1 ít rau vào chảo đảo vài đảo rồi mang ra, ốc hương hấp sả như ốc luộc. thực sự rất rất tệ, phải nói là tệ từ người chủ quán mà ra vì không bao quát, training nhân viên kỹ càng, các khâu không phối hợp, teamwork. quán ăn quan trọng nhất là vị, đồ ăn tươi, tác phong hỗ trợ khách nhưng tất cả đều không có.",232,1,1,0,0
1 sao,"mình trước giờ chưa từng đánh giá 1 quán nào cho dù đồ ăn có tệ, nhưng hôm nay trải nghiệm quán này vô cùng thất vọng. đồ ăn chờ rất lâu, đem ra thì nguội ngắt, bàn ghế khách ăn xong không dọn chén bát xuống để khách mới vô ngồi. nhân viên thì đứng chụm ở quầy gọi lại xin chén bát thì thái độ khó chịu ra mặt, nói chung là mình đi ăn để ăn, chứ không phải đi xin. và không bao giờ mình ghé quán này thêm 1 lần nào nữa.",97,1,1,1,0
1 sao,"bộ quán đóng cửa rồi hay sao mà nhắn trên fanpage, gọi điện trực tiếp cũng không 1 lời phản hồi, trước có ghé vài lần tính lần này đặt tổ chức tiệc sinh nhật mà liên lạc thì không được",41,0,1,0,0
5 sao,"đồ ăn ngon lắm ạ, nhưng sốt thái hơi ngọt so với khẩu vị của mình, bạn nào thích chua cay thì dặn quán nhé.",25,2,0,0,0
5 sao,"để xe phía trước 2 dãy, phía bên không và phía sau nên làm mất view, nhìn không thoáng. nên để xe vô hết phía trong, để bàn ra sát phía ngoài sẽ thoáng đãng hơn rất nhiều. vì đa số người sài gòn thích ngồi ngoài trời, lề đường phía ngoài cho thoáng mát, ngắm cảnh.",57,0,0,1,0
1 sao,"đã đổi chủ, dịch vụ không tốt, đồ ăn dở và không xử lý tốt những thứ khách hàng yêu cầu. đồ ăn hư không xin lỗi không đổi trả.",30,1,1,0,0
1 sao,"quá tệ, đồ ăn thì lên lâu, vị thì không được như mong đợi, kêu sườn tháp ớt xanh mà đem ra như nồi canh, sườn vài ba cục còn chưa rã đông xong đã đem lên cho khách.",40,1,1,0,0
5 sao,mình và gia đình vừa ghé . quán rộng rãi thoáng mát . nhân viên phục vụ chu đáo . món ăn ngon . đặc biệt mấy a đầu bếp nhìn mlem hết sức . 5 sao không có nhưng,40,2,2,2,0
2 sao,"đồ ăn ổn , đa dạng món, không gian rộng rãi. lần 1 mh đi thì ổn, tuy nhiên lần 2 mình đi quán không đông lắm, nhưng đồ ăn lên quá lâu. gọi 6 món, nhưng 1h30p chỉ mới ra được 2 món, 30p ra 1 món và đợi 30p mới ra món 2, và đợi gần 30p vẫn chưa ra thêm món nhưng bàn bên ra món liên tục. hỏi phục thì báo đông nên bếp lâu. quán mới mở mà phục vụ như vầy thì mất khách.",91,3,1,2,0
1 sao,"tôi đã có 1 trải nghiệm không tốt lắm. quán nên giải quyết nhanh khi xảy ra sự cố, chứ không phải để thực khách chờ đợi và có thái độ lấp liếm sự việc. sẽ không quay lại lần 2, nhưng đây là đóng góp 1 xíu ý kiến cho quán phát triển thêm thôi ạ. chúc quán kinh doanh thuận lợi! cảm ơn",65,0,1,0,0
5 sao,quán này tôi đi nhiều lần rồi đồ ăn ngon giá bình dân pv nhiệt tình . quán thoáng mát 10đ không nhưng,23,2,2,2,2
4 sao,"mới nghe người quen giới thiệu nên ghé điểm cộng: đồ ăn tươi, nấu vừa miệng, chỗ ngồi rộng rãi mát mẻ điểm trừ: giá mỗi món cao và nhiều đồ ăn, nên nhà mình 2 người lớn mà 2 trẻ em đi ăn được vài ba món, trẻ nó không ăn mấy, có 2 người lớn gọi vài ba món là no và giá cao nên không ăn được nhiều món",72,2,0,2,1
5 sao,"ngon , không gian rộng thoáng",6,2,0,2,0
5 sao,"trải nghiệm ẩm thực tuyệt vời với không gian thoải mái, thực đơn đa dạng và chất lượng món ăn tốt. giá cả hợp lý so với chất lượng, đây là điểm đến lý tưởng cho mọi dịp.",38,2,0,2,2
5 sao,"quán rộng rãi, thoải mái, đi t7 quán khá đông nên món ra rất chậm, chả trách nhân viên được vì mới mở và quán khá đông toàn bàn nhiều người,đồ ăn ngon nhé mọi người",36,2,1,2,0
5 sao,quán ăn thoáng mát đồ ăn đa dạng rất phù hợp với khẩu vị của tôi nhân viên phục vụ tốt dễ thương,24,2,2,2,0
5 sao,đã ăn tại đây va rất hài lòng,8,0,0,0,0
1 sao,"đồ ăn dỡ tệ nvien thái độ , quán phục vụ kg đảm bảo vệ sinh không muốn đến lần nữa",21,1,1,1,0
5 sao,"không gian quán rộng rãi,thoáng mát,menu đa dạng món,giá ổn, đồ ăn tươi và ngon lắm nhé,mấy bạn nhân viên dễ thương.10điểm",21,2,2,2,2
4 sao,"đồ ăn không ngon lắm, ốc hương trm hơi nhạt, không nghe vị trứng muối rõ, ống móng tay cháy tỏi ngon, sụn gà, vú heo, recommend, đồ ăn không phải gọi là quá ngon đâu nhưng mà bù lại dịch vụ nhân viên đẹp trai dễ thương chet mẹ",48,3,2,0,0
5 sao,"quán ăn ngon , nhân viên nhiệt tình , lần sau sẽ ghé đến",14,2,2,0,0
5 sao,"quán rất ổn, giá cả hợp lý thoáng mát sạch sẽ đồ ăn lên nhanh mười điểm",18,0,0,2,2
5 sao,lần đầu ghé quán thấy rất ổn. phục vụ nhiệt tình đồ ăn ngon rẻ bình dân,17,2,2,0,2
1 sao,"dịch vụ quá tệ. gọi món từ 7h.9h chưa có. tính tiền.40 phút chưa xong. đồ ăn cũng bình thường, chẳng có gì đặc biệt",25,3,1,0,0
1 sao,"thái độ nhân viên phục vụ phải nói là rất kém, ném đĩa trên bàn trước mặt khách, lồi lõm với khách, ghé 1 lần không có lần biết các bạn đi làm mệt nhưng mà thái độ với khách như vậy không chấp nhận được. cảm ơn!",49,0,1,0,0
1 sao,"quán phục vụ tệ , đồ ăn dỡ và nguội lạnh , quán phải thay đổi quán thật sự rất tệ",21,1,1,0,0
5 sao,đồ ăn ngon phục vụ tận tình quán thoáng mát rộng rãi,12,2,2,2,0
5 sao,"món ăn được, không gian thoáng",6,3,0,2,0
5 sao,đồ ăn quá ngon .ma con được giảm giá .10diem cho quán nam việt,14,2,0,0,2
5 sao,"quán đồ ăn ngon, phục vụ nhanh, giá cả hợp lý",11,2,2,0,2
1 sao,"trải nghiệm rất tệ khi ăn tại quán , chất lượng món ăn càng lúc càng kém .",18,1,0,0,0
5 sao,"đồ ăn ngon , quán rộng rãi thoáng mát",10,2,0,2,0
5 sao,"nhân viên xịn, wc sạch",4,0,2,2,0
5 sao,quán đồ ăn rất ngon. phục vụ rất tốt.10 điểm sẽ quay lại,13,2,2,0,0
5 sao,quán món lên nhanh ngon,5,2,0,0,0
5 sao,"ngon, rẻ, ngồi mát cực kì. nhân viên nhiệt tình.",10,2,2,2,2
1 sao,"món không tươi, đồ ăn nguội, hoàn toàn không giống quảng cáo. recommend mọi người không nên ghé!",18,1,0,0,0
5 sao,"quán nam việt thức ăn ngon , phục vụ nhanh ,nhân viên chu đáo!",14,2,2,0,0
5 sao,"quán sạch sẽ, thoáng mát, nhân viên nhiệt tình, đồ ăn ổn",12,3,2,2,0
5 sao,"đồ ăn ngon miệng , phục vụ nhiệt tình",9,2,2,0,0
5 sao,quán ăn rất sạch sẽ và đẹp đồ ăn ngon,10,2,0,2,0
5 sao,món ăn ngon giá rẻ mọi người tới ủng hộ quán nhé,12,2,0,0,2
5 sao,"quán thoáng mát, đồ ăn ổn, nhân viên phục vụ tốt",11,3,2,2,0
1 sao,"lên món siêu chậm, thức ăn dở tệ, nơi tệ nhất từ trc tới giờ từng ăn!",17,1,1,0,0
3 sao,sò hàu được nấu bằng cách luộc sau đó nướng sơ lớp vỏ nên không còn vị ngọt.,19,1,0,0,0
5 sao,"nhân viên phục vụ tốt , đồ ăn ngon nhưng không được nhiều lắm",14,2,2,0,1
5 sao,đồ ăn khá ngon,4,2,0,0,0
5 sao,quán rộng rãi thoáng mát đồ ăn đặc sắc phải 5 sao thôi,13,2,0,2,0
3 sao,"gọi món hơn 30p vẫn chưa thấy ra món, hỏi phục vụ thì vẫn không thấy phản hồi",18,0,1,0,0
5 sao,ngon bổ rẻ ạ,4,2,0,0,2
1 sao,"nhân viên phục vụ quá chậm, order thiếu quên nhiều không thể chấp nhận được",14,0,1,0,0
4 sao,"giá cả phải chăng, không gian thoáng mát, nhân viên nhiệt tình.",12,0,2,2,2
5 sao,"ngon, món ốc len sốt trứng muối ngon điêng",9,2,0,0,0
5 sao,"quán nấu ăn ngon, nhân viên vui tíh",7,2,2,0,0
1 sao,"phục vụ qá tệ , gọi món lâu . tệ phục vụ tệ",13,0,1,0,0
5 sao,"quán thoáng mát, thức ăn ngon, không khí vui vẻ",10,2,0,2,0
5 sao,"nhân viên phục vụ nhiệt tình , món ăn ngon",9,2,2,0,0
1 sao,kêu tính tiền từ lúc 22h00 đến 23h00 mới mang bill ra,13,0,1,0,0
5 sao,"quán phục vụ tốt, món ăn ổn",7,3,2,0,0
1 sao,nhiều món ăn khá ngon nhưng món này thì có lẽ,11,3,0,0,0
5 sao,"quán sạch sẽ, phục vụ dễ thương, mọi người đến ủng hộ nhé",13,0,2,2,0
5 sao,"ngồi ăn trên lầu mát mẻ, có máy bay bay vèo vèo zui tai",14,0,0,2,0
5 sao,ngonn nhé,2,2,0,0,0
5 sao,món ăn ngon hợp khẩu vị,6,2,0,0,0
5 sao,tuyệt vời 10đ nhé mọi người nên đi,7,0,0,0,0
5 sao,"món ăn ngon, nhân viên pv nhiệt tình vui vẻ",10,2,2,0,0
5 sao,quán view đẹp đồ ăn ngon nói chung 10 điểm,10,2,0,2,0
5 sao,"quán đồ ăn ngon , thoáng mát",8,2,0,2,0
5 sao,đồ ăn ngon giá cả phải chăng,7,2,0,0,2
5 sao,nhân viên nhiệt tình món ăn hợp khẩu vị,9,2,2,0,0
5 sao,đồ ăn rất ngon giá cả hợp lí,8,2,0,0,2
5 sao,pv ổn đồ ăn tốt đáng để quay lại và trãi nghiệm,12,2,2,0,0
5 sao,"đồ ăn ổn ,giá tốt ,không gian rộng",8,3,0,2,2
5 sao,món ngon,2,2,0,0,0
3 sao,nhân viên lên món sai 2 lần,8,0,1,0,0
5 sao,"đồ ăn ngon, mát",4,2,0,2,0
5 sao,"đồ ăn ngon , phục vụ tốt",7,2,2,0,0
5 sao,quán rộng rãi thoáng mát đồ ăn ngon,8,2,0,2,0
5 sao,đồ ăn ngon pv ổn tận tình,7,2,2,0,0
5 sao,"đồ ăn ổn , không gian thoải mái",8,3,0,2,0
1 sao,quá tệ 2 tiếng mới lên món,7,0,1,0,0
5 sao,"trải nghiệm tốt, đồ ăn ngon. đáng ghé thưởng thức",10,2,0,0,0
1 sao,thái độ phục vụ kém lên món lề mề,9,0,1,0,0
5 sao,"món ăn ngon, nhân viên nhiệt tình",7,2,2,0,0
5 sao,"phục vụ nhiệt tình , đồ ăn ngon",8,2,2,0,0
5 sao,nhân viên nhiệt tình. anh lập rất ổn,8,0,2,0,0
5 sao,tận tình đồ ăn ngon bạn thảo dễ thươnh,9,2,2,0,0
5 sao,"ngon, đồ ăn ra nhanh. nhân viên thân thiện",8,2,2,0,0
5 sao,bạn quỳnh nhân viên nhiệt tình cực kì dễ thương,10,0,2,0,0
2 sao,"rộng rãi, thoáng mát, nhân viên nhiệt tình, giá cả phải chăng",12,0,2,2,2
5 sao,đồ ăn ngon phục vụ ổn,6,2,2,0,0
5 sao,quán rộng rãi thoăn mát món ăn ngon,8,2,0,2,0
5 sao,"pv khá tốt , đồ ăn giá cả phải chăng",10,0,2,0,2
1 sao,ăn quán lên món rất chậm,6,0,1,0,0
5 sao,"không gian thoai mái , đồ ăn ngon",8,2,0,2,0
5 sao,ngon giá rẻ không gian thoải mái,7,2,0,2,2
1 sao,đặt tiệc nhưng không chuẩn bị bắt khách đợi,9,0,1,0,0
5 sao,quý nhất anh lập nhiệt tình nhất quán,8,0,2,0,0
5 sao,"món ăn ngon, lên nhanh",7,2,2,0,0
5 sao,đồ ăn ổn phục vụ tốt,6,3,2,0,0
5 sao,quán phục vụ ổn,4,0,2,0,0
5 sao,"quán sạch sẽ, đồ ăn ngon",6,2,0,0,0
5 sao,quá ngon,2,2,0,0,0
5 sao,"bạn quỳnh dễ thương, đồ ăn ngon",7,2,2,0,0
5 sao,nhân viên phục vụ nhiệt tình,6,0,2,0,0
5 sao,ổn tốt ngon,3,2,0,0,0
5 sao,menu 200 món dưới 100 vnd nhé,6,0,0,0,2
5 sao,nhân viên dễ thương,4,0,2,0,0
