rating,text,word_count,food,service,place,cost
5 sao,"giờ lễ hiện tại của họ đạo gò vấp cập nhật t12026 - từ thứ 2 đến thứ 7: lễ 5g00 lễ 18g00 - riêng chúa nhật: lễ 5g00 lễ 7g00 lễ 9g30 lễ cho thiếu nhi lễ 17g00 lễ 19g30 mới giờ lễ có thể thay đổi, vui lòng liên hệ với trang facebook họ đạo gò vấp để biết thêm chi tiết về giờ lễ trong từng tháng.",77,0,0,0,0
5 sao,"họ đạo gò vấp trực thuộc giáo hạt gò vấp, tọa lạc ở số 45 nguyễn văn bảo, phường 4, quận gò vấp, nằm đối diện với trường đại học công nghiệp, cách chợ gò vấp 200m, cách bưu điện sài gòn 6km.",43,0,0,0,0
5 sao,"khu này còn được gọi là khu sớm đạo xung quanh có nhiều giáo dân sinh sống. vào mỗi mùa noel đến nhà thờ trang trí rất là đẹp và trang hoàng, có rất nhiều giáo dân đến đây cầu nguyện. nghe nói nhà thờ này đã hơn 100 năm tuổi, nhà thợ được xây dựng từ năm 1988 , mình cực kì thích lối kiến trúc của nhà thờ nay.",71,0,0,2,0
5 sao,"họ đạo gò vấp hơn 130 năm tuổi, là nơi lưu giữ thánh cốt thánh tử đạo phêrô nguyễn văn lựu một điểm đến thiêng liêng và đầy ý nghĩa.",31,0,0,2,0
5 sao,họ đạo gò vấp đã hơn 130 năm. và là họ đạo có thánh tử đạo phêrô nguyễn văn lựu hiện họ đạo đang lưu giữ thánh cốt của ngài,30,0,0,0,0
3 sao,"đã đến thăm nơi này, địa điểm đẹp để chụp ảnh. thăm quan tín ngưỡng tôn giáo",17,0,0,2,0
5 sao,nơi cử hành phụng vụ của các tín hữu kitô giáo. nằm ở trung tâm của quận gò vấp,19,0,0,0,0
4 sao,địa điểm tôn giáo cổ kín,6,0,0,3,0
5 sao,giáng sinh an lành tại họ đạo gò vấp,9,0,0,0,0
5 sao,mình thích tham dự lễ thiếu nhi vì cha giảng cho thiếu nhi rất tuyệt vời. nhà thờ có thang máy cho người già.,24,0,2,0,0
5 sao,giờ lễ của giáo xứ,5,0,0,0,0
3 sao,"đây là nơi bổn mạng họ đạo gò vấp thánh nử anna đây là khu vực tâm linh của bà con nơi đây, và gần trường đại học công nghiệp tp.",31,0,0,0,0
4 sao,"nhà thờ đẹp, bên cạnh có quán nước buổi tối khá đông khách.",13,0,0,2,0
5 sao,cho con hỏi là có lễ chiều thứ 7 bù chủ nhật không ạ,14,0,0,0,0
5 sao,nhà chúa nơi hàng tuần tôi đến viếng chúa.sinh hoạt,10,0,0,0,0
5 sao,"tiệm xiên que bên không nhà thờ nhé, ngon bổ rẻ",11,2,0,0,2
5 sao,"địa điểm thuận lợi giao thông, dễ tìm, khuôn viên rộng .",12,0,0,2,0
5 sao,bởi vì đây là xứ đạo nơi tôi đang ở .!,11,0,0,0,0
3 sao,"địa điểm này thích hợp để cầu nguyện, hơi nhỏ.",10,0,0,1,0
3 sao,lúc đi học hay gửi xe ở đây nè,9,0,0,0,0
5 sao,nhà thờ ngày dịch nay vắng,6,0,0,0,0
3 sao,vào cuối tuần rất nhộn nhịp.,6,0,0,0,0
5 sao,địa điểm tôn giáo,4,0,0,0,0
5 sao,rất đẹp.,2,0,0,2,0
5 sao,dễ tìm,2,0,0,2,0
5 sao,không gian thoángười mát,4,0,0,2,0
4 sao,nơi tôm nghiêm yên tĩnh,5,0,0,2,0
5 sao,đẹp,1,0,0,2,0
5 sao,tôi rất thích,3,0,0,0,0
3 sao,đẹp,1,0,0,2,0
5 sao,đẹp,1,0,0,2,0
5 sao,đẹp,1,0,0,2,0
4 sao,"ăn cũng ngon, không gian thoáng mát phù hợp để tổ chức event và sự kiện, có chỗ để xe thoải mái tối ngẩng mặt lên bầu trời ngắm trăng thêm qả chữ tri kỷ thấy best phết hehe",39,2,0,2,0
5 sao,"nhà hàng rộng rãi chuyên nghiệp, phù hợp tiếp khách, tổ chức các sự kiện!",15,0,2,2,0
4 sao,"hoa viên tri kỷ mang đến một trải nghiệm ẩm thực kết hợp thư giãn hiếm có tại thành phố. điểm mạnh lớn nhất của nhà hàng chính là không gian sân vườn thoáng đãng, nhiều cây xanh, với các khu vực chỗ ngồi đa dạng từ sảnh lớn, phòng vip có karaoke, đến những chòi gỗ riêng tư. điều này rất lý tưởng để tổ chức các buổi tiệc công tình yêu, liên hoan gia đình hoặc họp mặt bạn bè. về ẩm thực, tri kỷ phục vụ nhiều món ăn việt và hải sản tươi sống. tôi đặc biệt thích các món mặn như giò heo muối sả và những món hải sản được chế biến ngay sau khi bắt tại hồ. mặc dù chất lượng món ăn có thể tùy thuộc vào khẩu vị từng người, nhưng sự phong phú của menu luôn đáp ứng được nhu cầu của một đoàn khách đông. dù đôi lúc dịch vụ có thể chưa hoàn hảo vào giờ cao điểm, nhưng nhìn chung đội ngũ nhân viên thân thiện, nhiệt tình. bãi giữ xe rộng rãi miễn phí cũng là một điểm cộng tiện lợi. tóm lại, hoa viên tri kỷ không chỉ là nơi ăn uống mà còn là nơi để tận hưởng không gian xanh mát và sự riêng tư. đây là lựa chọn hàng đầu cho những dịp cần một địa điểm tổ chức tiệc linh hoạt, ấm cúng.",241,2,2,2,0
1 sao,"mình dẫn anh chị em đến ăn hơn 10 tr. xong ra về thì bị lấy mấy mũ bảo hiểm , nhà hàng lớn mà chẳng có chỗ để xe máy phải đậu đằng trước , rồi để khách bị lấy mất mũ như vậy, không có việc mời anh chị quay lại 1 lần nữa, tốn nón bảo hiểm quá. đề nghị nhà hàng có chỗ đậu xe cho khách",71,0,1,1,0
1 sao,"nhà hàng khôn hết phần thiên hạ, kêu gói lại 6 phần lẩu, xong thay vì gói mỗi túi 1 phần, lại đi gói mỗi túi 1 đống đồ, xong 6 người cầm về, người thì 4 hộp mỳ, ngươid thì 2 hộp trái cây, người 3 hộp rau. lại bố, chịu billard",53,0,1,0,0
1 sao,"tổ chức tất niên ở 1 nơi tệ, không chấp nhận được. đồ ăn đã không ngon, đặt phòng vip quảng cáo vừa ăn vừa có giàn loa hát kara thì yêu cầu 9h dừng không cho hát hò gì nữa? phòng vip cách âm ở tầng 3, đứng ngoài cửa còn không nghe, không hề nói trước mà giờ nói câu đó. biết trước đã không quan tâm cái nhà hàng này. việc thứ 2, mới vô loa không dùng được giục mãi nhân viên cả tiếng đồng hồ không xử lý. vấn đề cuối cùng, làm món bò lúc lắc hay món gì đó mặn như muối, phản ánh thì mang ra bỏ thêm nước hay làm gì đó, xào lại trả, muốn ạ thật sự. anh chị em bên mình thực sự khó chịu ra mặt, nhưng nhân viên ở đó mình đoán là cảm nhận được nhưng vẫn kệ, và mặt bơ ra. đến giờ mình vẫn cực kỳ bức xúc, mình chưa bao giờ review google map 1 địa điểm nào, nhưng giờ ức chế quá phải nói ra",184,1,1,0,0
4 sao,"quán không gian tạm ổn, hơi nóng, điện quạt trần không đủ công suất. nhân viên cũng ngoan. món ăn thì không ngon lắm. thịt bò steak dai, cơm rang mặn. tôm nướng bị quá lửa cháy xém.",38,1,2,1,0
4 sao,"quán ăn ngon miệng món ăn ngon đẹp mắt, nhân viên phục vụ khách ổn, nhiều chỗ đậu xe, không gian thoáng mát đẹp",24,2,2,2,0
5 sao,"hoa viên nhà hàng tri kỷ tọa lạc mặt tiền đường hồng hà, khuôn viên rộng rãi thoáng mát, có bãi đỗ xe oto, nhân viên phục vụ vui vẻ, nhiệt tình, đồ ăn của quán tươi sống hợp khẩu vị. hoa viên nhà hàng tri kỷ phì hợp với hội họp bạn bè, họp mặt gia đình cũng như tiệc lớn nhỏ. mình thích món bồ câu quay và cơm chiên cá mặn của quán.",76,2,2,2,0
1 sao,chưa bao giờ gặp nhà hàng nào mà thái độ tiếp khách tệ như vậy chủ quán nên thay đổi để duy trì và tồn tại,26,0,1,0,0
5 sao,"không gian rộng rãi thoáng mát, đồ ăn ngon , trình bày đẹp mắt. phục vụ vui vẻ nhiệt tình chu đáo . sẽ tiếp tục ủng hộ",28,2,2,2,0
3 sao,"quán có khuôn viên rộng rãi, sạch sẽ và thoáng. thực khách có thể lựa chọn ăn bên ngoài hoặc vào phòng riêng. thức ăn chuẩn bị nhanh nhưng không đặc sắc.",32,1,0,2,0
4 sao,"gần nhà chứ mình toàn qua ăn sáng chứ chưa nhậu bên này bao giờ. menu ăn sáng thì chỉ 4 món thôi: hủ tiếu, bún bò, bún mọc, mì quảng, mà nấu vị hơi ngọt chắc đầu bếp người miền tây, nguyên liệu cũng chưa tươi ngon lắm. không gian rộng rãi thoáng nên ăn sáng cũng thoải mái dễ chịu, nhân viên phục vụ đông lắm nên phục vụ nhanh, đầy đủ, nhiệt tình. giá cũng không rẻ nhé, mình nhớ khoảng 60-70 vndphần thì phải.",87,1,2,2,1
1 sao,nhà hàng lớn nhưng thái độ tiếp khách như mình đánh giá rất tệ cần thay đổi để duy trì,20,0,1,0,0
4 sao,"quán thoáng rộng rãi, hội họp bạn bè gia đình là ổn. đồ ăn thì bình thường không xuất sắc lắm.",21,3,0,2,0
5 sao,"đồ ăn ngon vừa miệng. không gian trộng rãi thoáng mát, trang trí đẹp, phục vụ tốt",17,2,2,2,0
5 sao,"quán đẹp, rộng, để xe thoải mái, nhân viên nhiệt tình. gần sân bay nên ăn uống ở đây rồi chạy qua sân bay 5p",25,0,2,2,0
5 sao,nhà hàng hoa viên tri kỷ khuôn viên thoáng mát rộng rãi sang trọng thích hợp đãi tiệc tiếp khách hàng nhà hàng trang trí đẹp sang trọng nhiều phòng ăn vip lịch sự địa điểm dễ tìm 123 hồng hà quận phú nhuận nhân viên phục vụ nhiệt tình chu đáo để xe ô tô thoải mái,58,0,2,2,0
4 sao,"các món ăn khá ngon, phù hợp giá, điểm chọn lựa tốt cho gia đình, đặt tiệc hoặc tổ chức hội họp.",22,2,0,0,2
5 sao,"không gian rộng rãi , mát và đẹp. có nhìu phòng vip sang trọng .món ăn ngon,phục vụ vui vẻ chu đáo.sẽ ủng hộ tiếp.",25,2,2,2,0
1 sao,ở gần trung tâm tiếp khách rất tệ ae nên cân nhắc khi lựa chọn quán này,17,0,1,0,0
3 sao,"giá đắt so với sản phẩm và chất lượng phục vụ mình đã nhận được. mình không quay lại quán này. đợi món siêu lâu. cụ thể như sau: 1 không gian: không đẹp lắm, ồn,khói thuốc lá nhiều, không gian ồn y chang mấy quán nhậu bình dân, các bàn xếp khá gần nhau nên rất ồn, ở đấy nói chuyện mình phải nói lớn thì người kế bên mới nghe được. hút thuốc lá không hợp với trẻ nhỏ. cảm quan đầu tiên khi mới vào cửa là nhà hàng có vẻ xịn, nhưng mang hơi hướng style của nhà nước. bước vào trong thì không gian trong quán rộng, tuy nhiên các bàn xếp khá sát nhau, quán ồn kinh khủng, không khí y chang quán nhậu bình dân, ngoại trừ khung cảnh xung quanh đẹp ra thôi chứ không khí như vâyj thì không ra dáng một nhà hàng, vẫn giống quán nhậu bình dân khoác lên cái áo tên nhà hàng mà thôi. quán khá nóng, mình khôg ngồi phòng vip nên không có máy lạnh là hiển nhiên, nhưng mật độ bàn dày xếp sát nhau, bàn nào cũng thuộc dạng bàn 610 người nên khá nóng mà lại không có quạt. 2 phục vụ: tạm, có đôi khi dưới trung bình. ấn tượng về phục vụ: không theo tiêu chuẩn nhà hàng, khi dọn chén bát ra thì thảy chén xuống bà kêu côm cốp, đáng lý phải để nhẹ nhàng mới đúng, giá món ăn không rẻ, nhưng còn thua mấy quán phục vụ khác như: bbq, sushi haru, gogi.giá rẻ hơn mà phong cách phục vụ lịch thiệp hơn. không ngồi phòng vip nên ở ngoài, mọi người tự do hút thuốc, khói thuốc phà phà xung quanh ah, sẽ không phù hợp cho cuộc gặp nào mà có em bé hay trẻ nhỏ 3món ăn: tạm được món ăn thì nói chung tạm. nhóm mình gọi nhiều món nhưng thấy ăn được thôi không thật sự đặc biệt. 4bột nêm rất nhiều: có món sup cua nêm bọt ngọt rất nhiều, bạn mình dị ứng bọt ngọt nên ăn món nào nhiều bọt ngọt là người nó phản ứng liền ah. 5 đừng gọi món lẩu cua: rất dở, khôg ngon, vị không ra gì 6 tôm sú lúc mình gọi giá 650 vnd kg, nhưng ăn cũng được thôi, chế biến không đặc biệt gì. 7 đợi món lâu lắm 8 giá: vì tất cả các điều trên từ 16 7, không ổn nên nó làm mình cảm thấy giá đắt so với sản phẩm và chất lượng phục vụ mình đã nhận được",445,1,1,1,1
5 sao,"nhà hàng thoáng đãng, có cả sân vườn và phòng riêng, đồ ăn cũng đa dạng, phục vụ các món truyền thống ổn áp lắm.",25,2,2,2,0
5 sao,"đồ ăn vừa miệng , phòng riêng lịch sự , không gian sạch sẽ thoải mái",16,2,0,2,0
5 sao,"mình vừa tổ chức tiệc thôi nôi ở đây, không gian đẹp, món ăn cả gia đình ai cũng khen.",20,2,0,2,0
5 sao,quán rộng rãi thoáng mát. có phòng riêng tư. đồ ăn cũng không nhiều lắm và giá cũng khá đắt. có chỗ đậu ôtô.,24,3,0,2,1
5 sao,"thức ăn ngon, phục vụ tốt, nhưng không gian hơi nhỏ, chỉ phù hợp cho các bữa tiệc nhỏ như hội đồng hương, sinh nhat, hôm có đi ăn đây tháng ở đây còn có quà của ông nào để quên mang về hahahahaha",44,2,2,1,0
3 sao,"nhà hqngf gần sân bay tân sơn nhất , đường rộng rãi , có chỗ đậu xe oto rất thoải mái , sân vườn kết hợp với phòng vip",29,0,0,2,0
3 sao,mình đi ăn thôi nôi con người bạn ở đây. và cảm nhận mình như sau. không gian có ngoài trời và phòng vip. không quá rộng. món ăn đa dạng. đồ ăn tươi. nhưng nhiều món chắc không hợp khẩu vị mình ăn không thấy ngon. có món bó bóp thấu thì ngon. dê thì có mùi tanh quá. cá nấu mẻ và sườn dê nấu cháo mình ăn không quen. cá tầm khá béo. có 1 điều không hài lòng là thời gian lên món khá lâu gần 30 phút 1 món dù đây là món chủ tiệc đã đặt sẵn. dù mình thấy lượng khách không nhiều. chắc sau này mình sẽ không tổ chức tiệc ở đây.,120,1,1,3,0
5 sao,"hoa viên rộng lớn, buổi sáng điểm tâm bán rất đông khách. nhiều món lựa chọn : mì quảng, hủ tiếu, bún mộc, phở bò.",25,3,0,2,0
4 sao,"quán rộng rãi, bãi giữ xe với những nhân viên rất chu đáo, view đẹp, món ngon nhưng đợi khá lâu.",21,2,1,2,0
1 sao,"nhậu say để xe lại sáng hôm sau qua lấy mà thu 50 vnd giữ xe, bảo vệ ở đây biết cách làm tiền đấy",24,0,1,0,1
5 sao,"nhà hàng hoa viên tri kỷ là một điểm đến tuyệt vời cho những người yêu thích ẩm thực trung quốc truyền thống. với không gian trang trọng và tinh tế, nhà hàng mang đến cảm giác như đang lạc vào một khu vườn cổ điển của trung quốc. thực đơn đa dạng và phong phú tạo điều kiện cho thực khách có cơ hội thưởng thức những món ăn độc đáo từ các vùng miền khác nhau của trung quốc. tôi ấn tượng với sự tươi ngon của nguyên liệu và cách chế biến tinh tế, đặc biệt là các món dimsum truyền thống và mì xào hải sản. dịch vụ tại nhà hàng cũng đáng khen ngợi với đội ngũ nhân viên thân thiện và chuyên nghiệp. họ luôn sẵn sàng hỗ trợ và tư vấn về các món ăn phù hợp với khẩu vị của khách hàng. mặc dù giá cả ở mức khá cao, nhưng trải nghiệm ẩm thực tại hoa viên tri kỷ chắc chắn xứng đáng với mỗi đồng tiền bạn bỏ ra. đây là địa điểm lý tưởng cho các dịp kỷ niệm, tiệc gia đình hoặc gặp gỡ bạn bè. tổng cộng, nhà hàng hoa viên tri kỷ là một sự kết hợp hoàn hảo giữa không gian tinh tế, ẩm thực đa dạng và dịch vụ chất lượng. nếu bạn muốn thỏa mãn đam mê ẩm thực trung quốc, đây là điểm đến không thể bỏ qua.",246,2,2,2,1
5 sao,"khuôn viên rộng rãi, nhân viên phục vụ tận tình. có thể karaoke trong phòng tiệc hoặc đặt phòng karaoke riêng rất thuận tiện.",24,0,2,2,0
4 sao,"ngồi bàn to hơi khó, quạt thổi bay người hơi khó chịu, 65 vnd 1 tô hủ tiếu gồm 1 tôm, 1 miếng sườn bé, ít thịt băm. hơi ít nhưng sạch sẽ, rau tươi.",34,3,0,0,1
4 sao,"không gian thoáng, không ồn ào, các món nấu ăn ngon, nhiều nhân viên",14,2,0,2,0
2 sao,nhà hàng giá qá mắc gà gì mà 1 ký 430 vnd bưng lên 4 dĩa chút xíu xíu ?không bố trí nhân viên châm đá cho khách. nhà hàng lớn đặt phòng vip nhưng không chuyên nghiệp.phục vụ chậm chạp.,40,0,1,0,1
1 sao,"mới 11h kêu bia, nói hết hia trong khi đó phòng gần đó kêu bia thì có",17,0,1,0,0
5 sao,"nhà hàng rộng rãi thoáng mát. có xuất hóa đơn và cà thẻ tín dụng phù hợp cho công tình yêu cơ quan. có phòng riêng toilet trong phòng phù hợp với gia đình và hội nhóm. bạn bè muốn thoáng mát có sân ngoài trời rộng rãi mát mẻ. bãi giữ xe tương đối rộng, có giữ xe hơi. món ăn nhiều lựa chọn bao gồm cả món chay. nhân viên phục vụ nhiệt tình, vui vẻ. truyền đạt thông tin nhanh. giá cả hợp lý. khu vực thoáng rộng xe ra vô dễ dành. thuận tiện giao thông từ nhiều hướng.",102,0,2,2,2
4 sao,"không gian đẹp, nhân viên nhiệt tình hoà nhã",9,0,2,2,0
3 sao,"vị trí dể tìm, nhà hàng có khuôn viên rộng, thoải mái.các món ăn ngon, vừa miệng. tiếp tục giới thiệu cho mọi người biết.",25,2,0,2,0
5 sao,"đồ ăn ngon nè, nhà mình đặt thôi nôi cho cháu mà đồ ăn ai cũng khen ngon, đặt phòng lạnh mát mẻ, nhân viên phục vụ chu đáo tận tình, lần sau có tiệc gì lại đặt tiếp nè. biết ơn nhà hàng đã giúp gia đình mình có buổi tiệc ấm cúng, ngon miệng và vui vẻ nè.",60,2,2,2,0
2 sao,"đồ ăn mắc mà không ngon, phục vụ thì không nhiệt tình, ly bể không đem đi cất còn để đó khách đến sau lại không biết nên rót vào lại đổ ra bàn thì cũng không chủ động lau còn đợi khách xin khăn mới đi lấy,",48,1,1,0,1
3 sao,quán ăn bài trí đơn giản. thức ăn nấu nướng trình bày chưa ngon và không đẹp mắt! đa số là món nhậu!,23,1,0,0,0
4 sao,"món ăn ngon, nhân viên nhiệt tình, không gian thoáng mát",10,2,2,2,0
4 sao,"được cái không gian chỗ ngồi tiện gần sân bay, đồ ăn chưa phải là ngon cho lắm",18,1,0,2,0
4 sao,"diện tích lớn, có chổ đậu xe khá rộng phù hợp tiệc lớn đông người. ngoài ra có phòng riêng, phù hợp bàn công việc kết hợp ăn uống.",29,0,0,2,0
4 sao,"quang cảnh vẫn như cách đây 5 năm, không mấy thay đổi. chất lượng phục vụ bình thường.",18,0,3,3,0
5 sao,"không gian thoáng mát. bãi giữ xe rộng. có món bò bóp thấu rất ngon. có toilet riêng trong phòng phù hợp cho tiệc gia đình. đi nhóm bạn thì có sân ngoài trời rất thoáng mát. nhiều món ăn để lựa chọn. có món ăn chay. nhân viên nhiệt tình, chu đáo.",53,2,2,2,0
3 sao,mới bước vào đến cầu thang đã thấy mùo nhà vệ sinh.,12,0,0,1,0
4 sao,"đồ ăn ngon, sach sẽ. giá cả vưa phải.",9,2,0,2,2
3 sao,"thức ăn ổn nhưng chưa chăm chút lắm về cảm quan. dịch vụ tương đối. khuôn viên rộng rãi, mát mẻ. món canh nhiều dầu mỡ, không đẹp mắt.",29,1,3,2,0
4 sao,"nhà hàng có rất nhiều món ăn để lựa chọn, có phòng riêng thích hợp để làm hội nghị hoặc họp team. món cá chình rất ngon mấy bạn nên thử qua.",32,2,0,0,0
5 sao,"hôm bữa mình có đi tiệc cưới ở đây.món ăn ngon, cách phục vụ ổn. mà giá tiền tổ chức tiệc cũng không quá đắt",25,2,3,0,2
5 sao,"nhà hàng khá rộng rãi, có không gian chung thoáng và phòng vip riêng, phục vụ và món ăn ổn với tầm giá",23,3,3,2,3
4 sao,"quán có không gian thoải mái và sạch sẽ, nhân viên phục vụ nhiệt tình và nhanh nhẹn. thực đơn đa dạng với nhiều món đặc sản hương vị đậm đà và được chế biến tỉ mỉ. mức giá hợp lý, phù hợp với chất lượng. đồ uống mát lạnh, trang trí hấp dẫn cho bữa ăn. không gian quán được trang trí theo phong cách hiện đại, tạo cảm giác ấm cúng.",73,2,2,2,2
2 sao,"tới quán ăn sáng mà cà phê thì dở, hỏi có bánh canh không kêu có thực sự là hết rồi ạ xong quán chạy đi đâu mua tô phở lạnh ngắt về bày lên. lỡ kêu rồi và có con nhỏ nên không muốn đi chỗ khác. đồ ăn sáng dở tệ, nhân viên cũng chán ạ. đi ăn sáng mà hai vợ chồng tôi cự lộn luôn là biết rồi nhà hàng nên xem lại. đồ nhậu và bữa tối chưa dùng nên chưa đánh giá. không gian quán hơi cũ",94,1,1,1,0
5 sao,món ngon sài gòn,4,2,0,0,0
3 sao,"ăn cũng được, không có gì đặc sắc, có bình rượu của ông anh đem vào là ngon",19,3,0,0,0
5 sao,"wow, tôi thực sự ấn tượng với nhà hàng này! mọi thứ ở đây đều tuyệt vời từ đầu đến cuối. đầu tiên, tôi không thể không khen ngợi về hương vị của món ăn. chúng thật sự ngon lành và tươi ngon đến từng hạt gạo và từng miếng thịt. mỗi món đều được chế biến với kỹ thuật tinh tế và sự tận tụy từ đầu bếp. ngoài ra, dịch vụ ở đây thật sự chuyên nghiệp và tận tâm. nhân viên nhà hàng đã tạo ra một môi trường vô cùng thoải mái và thân thiện. họ luôn sẵn sàng lắng nghe và đáp ứng mọi yêu cầu của khách hàng. từ lúc chúng tôi bước vào nhà hàng cho đến khi ra về, chúng tôi luôn được chăm sóc tận tâm và có cảm giác như đang ở trong gia đình. tôi đã có một trải nghiệm tuyệt vời ở nhà hàng này và chắc chắn sẽ quay lại. tôi sẽ không ngần ngại giới thiệu địa điểm này cho bạn bè và người thân của mình. nếu bạn muốn thưởng thức một bữa ăn ngon và được phục vụ tuyệt vời, hãy ghé qua nhà hàng này. bạn sẽ không hối tiếc!",207,2,2,0,0
5 sao,nhà hàng chỗ ngồi rộng đồ ăn ngon. nhân viên tận tình. chỗ đỗ xe thì thoải con gà mái.,20,2,2,2,0
1 sao,nhân viên thái độ thiếu tôn trọng khách chưa làm xong bàn này nhảy qua bàn khác nhân viên thì đầy ra đó người thì đứng nhìn người thì tiếp chỗ khác nhân viên còn chửi thề làm còn dĩa gà mà làm lề mề kêu chưa có thì tính tiền xong mới lật đật vô lấy không là ngồi tới sáng mai hình ảnh có chụp tự biết xử nhân viên với ạ chậm thì chậm 20p là cùng đằng này cả tiếng không thấy phải kêu mới chịu bưng ra lần đầu cũng như lần cuối,99,0,1,0,0
4 sao,"nhà hàng nằm bên cạnh công viên gia định là vị trí hết sức thuận lợi, ở đây tương đối rộng rãi, sạch sẽ. có bãi đỗ xe rộng rãi. nhà hàng có không gian ngoài trời thoáng đãng, có phòng kín riêng tư. có karaoke trong phòng lạnh. đồ ăn thì bình thường, không ngon, phục vụ còn chậm.",60,1,1,2,0
