rating,text,word_count,food,service,place,cost
5 sao,"không gian rooftop mát mẻ, bạn phục vụ tấn phát nhiệt tình dù quán đông. đồ ăn ổn",18,3,2,2,0
5 sao,"hôm nay là ngày vợ mình được lượm về, nên cả nhà đã có một khoảng thời gian rất vui tại đây. đồ ăn siêu ngon, đặc biệt dành một lời compliment cho chị phục vụ cẩm tiên ạ chị rấc nhiệt tình và thân thiện. hôm nay cực kì hên là hong có mưa nên không gian rất chill và mát mẻ. we had an enjoyful time here!",69,2,2,2,0
5 sao,"món ngon view siêu đẹp nhé các bạn, mấy bé pv ai cũng có tâm hết quá dễ thương nhờ gì cũng giúp ổn ngon, thân thiện",27,2,2,2,0
5 sao,"không gian ở đâyy rất là mát mẽ, phù hợp với những buổi đii date cho các cặp đôi, đồ ăn ngon, mùi vị cực kì hợp khẩu, nhân viên nhiệt tình có kỉ luật riêng và phục vụ rất tốt.",41,2,2,2,0
5 sao,quán ổn lắm nhé. nhân viên rất nhiệt tình luôn. hát sinh nhật vui lắm. món ăn rất ổn luôn. mọi người nên đến quán nhé. 10,27,2,2,0,0
5 sao,món ăn ngon không gian thoáng mát,7,2,0,2,0
5 sao,"khâu tiếp đón khá chu đáo nhưng dù mình đặt bàn trước nhưng nhân viên nhận đặt bàn lại ghi sai ngày, hên vẫn còn chỗ ngồi nhưng không có view đẹp. phục vụ tốt, món ngon, không gian tuyệt vời, giá hơi cao nhưng xứng đáng.",47,2,2,2,1
5 sao,"giá cả hợp lý, rất nhiều món ngon, set up đẹp",12,2,0,0,2
5 sao,"nhân viên nhiệt tình, quán nhiều ưu đãi",8,0,2,0,0
4 sao,"không gian quán thoáng mát, chill chill ngắm máy bay, thích hợp tụ họp bạn bè, gia đình. đồ ăn hợp khẩu vị.",23,2,0,2,0
1 sao,"quán thấy mấy thằng bần bần không support ! gọi combo 1tr nhưng thiếu all rau khoai chỉ có đồ chua ! món đã mắc nhưng chất lượng phục vụ kém ! 40p mới ra món ! không cho xô đá ! gọi nói thiếu đồ rồi nhưng không hỗ trợ mà ngó lơ qua bàn khác ! coi như không có gì ! tệ ! giá cao nhưng món mắc lẫn phục vụ tệ ! combo 750 vnd đồ ăn không tính bia ! nửa con gà , 4 lát cá , 1 phần dồi sụn , 1 miếng thịt cắt ra ! không biết các bạn bán mắc vậy còn ki bo ít đồ làm gì",118,1,1,0,1
5 sao,"view đẹp, quán xịn, mồi ổn không mưa ngồi sân thượng yên tĩnh ngắm được máy bay bay qua đầu, cũng là một trải nghiệm hay không quán nhậu nào có được.",32,3,0,2,0
5 sao,"nhà hàng nằm tại vị trí đăc địa, ngay giao lộ - trục đường chính, huyết mạch - nối quận 12 và quận gò vấp. nhìn từ trên cao, các bàn cạnh lan can sẽ quan sát trọn vẹn đường phố đông đúc. - nhà hàng sử dụng tông màu đèn chủ đạo là vàng, giữa không gian rộng lớn nhưng đầy ấm cúng. - quản lý nhiều kinh nghiệm, sẵn sàng hỗ trợ, giải quyết các vấn đề, nhu cầu của khách hàng một cách nhanh chóng và đầy đủ nhất. nhân viên ngoan, lịch thiệp, sẵn sàng hỗ trợ khách hàng khi cần thiết. - nhà hàng có ưu thế về các món nhậu, không quá đa dạng về các món ăn, nhưng mỗi món ăn bày biện lên bàn cho khách hàng thưởng thức đều rất chất lượng. - nhà hàng có sân chơi, khu vui chơi rộng dành cho thiếu nhi đa dạng các độ tuổi.",160,2,2,2,0
5 sao,"sườn heo mềm, vừa vị, không gian thoáng mát, có thể nhìn thấy máy bay hạ cánh. các bạn pv nhiệt tình",22,2,2,2,0
5 sao,"nằm tại vị trí đắt địa ở gò vấp, có hầm gửi xe , giữ cả ô tô lẫn xe máy. nằm ở tầng thượng trên cùng của toà nhà nên ai lần đầu tới đây sẽ hơi bỡ ngỡ. view đẹp, thoáng và mát, ngắm được máy bay. chất lượng phục vụ đánh giá 8 điểm chất lượng món ăn đánh giá 8 điểm. nên thử món gà quay và món chân giò chiên giòn. cá nhân mình thích 2 món này. còn mấy món hải sản xốt cà chua ăn nó sai sai, thấy hơi mặn với bị ngán, có thể do nêm lố tay. món miến xào hải sản cay tê lưỡi nhé mọi người. ăn cay được hãy gọi nhé. điều cuối cùng, đi ăn ở đây đem tiền thôi chưa đủ, nhớ đem nhiều",141,2,2,2,0
5 sao,"không gian thoáng mát ,đồ ăn ngon giá cả hợp lý nhân viên dễ thương nhiệt tình và đặt biết là được ngắm nhìn cảnh máy bay trên bầu trời rất đẹp",33,2,2,2,2
5 sao,không gian quán thoáng mát món ăn ngon nhân viên rất nhiệt tình đặc biệt là bé huỳnh như lễ còn được tặng hoa nữa tuyệt vời,27,2,2,2,0
5 sao,xịn ngon bổ rẻ nhân viên nhiệt tình vui vẻ không gian thoáng mát sạch sẽ,16,2,2,2,2
5 sao,"quán chill chill, đồ ăn làm khá ngon nhưng món lẩu thì hơi tệ. giá cả thì hơi mắc một chút, phần gửi xe máy dưới hầm thì bảo vệ hơi khó chịu.",33,1,0,2,1
5 sao,"món ăn ngon, phù hợp khẩu vị với mình , mình đã giới thiệu bạn bè ghé lại nhiều .",20,2,0,0,0
5 sao,"quán ngon, nhân viên dễ thương nhiệt tình lắm nhá, mọi người có muốn ăn tiệc hay nhậu thì cứ ghé nháaa",21,2,2,0,0
5 sao,"món ăn ngon, phục vụ nhiệt tình, đi cuối tuần có chú hề chơi với bé nên cũng yên tâm, mọi người nên thử nhé.",24,2,2,0,0
5 sao,"đồ ăn ngon, nhân viên vui vẻ nhiệt tình",9,2,2,0,0
5 sao,"quán có không gian mở trên tầng vừa lai rai vừa ngắm máy bay. rất mát mẻ. đồ ăn lên nhanh, nhân viên rất nhiệt tình và vui vẻ.",30,0,2,2,0
5 sao,"món ăn ngon , view thoáng mát ! có khu vui chơi cho bé rất ổn nhé! giadinh có bé nên ghé trải nghiệm ạ",25,2,0,2,0
3 sao,"lần đầu lên ,cũng lần đầu trải nghiệm chạy mưa trốn mưa. quán nên rút kinh nghiệm làm thêm mái che , chứ mưa tội nghiệp phục vụ với thiệt hại cho quán",33,0,0,1,0
5 sao,"quán thoáng mát rộng rãi trên sân thượng, mưa là auto không có chỗ trốn nhiều góc decor sống ảo. ăn ngon. đi 15 người chia 500 vndngười. kêu 5tháp bia.",31,2,0,2,3
5 sao,"quán không gian mát mẻ, đồ ăn tươi, ngon. nhân viên nhiệt tình, vui vẻ. tôi recommend món sườn heo nướng xá xíu với tôm lửa hồng rất nên thử 2 món này",33,2,2,2,0
3 sao,"quán gửi xe dưới hầm nhưng không có người hay bảng hướng dẫn. không gian trên tầng thượng nhưng nếu ngồi ở phía trong thì lại khá nóng chứ không thoáng, ngồi sát bên ngoài mới mát mẻ. mình đi ăn lúc trời mưa nên phải ngồi ở trong, bị dột tùm lum phải tự khuân bàn né hết chỗ này đến chỗ khác nhưng không có 1 nhân viên nào ra hỗ trợ. quán trang trí đẹp. đồ ăn tạm ổn. món sườn nướng thì thịt quá dai. giá cao so với chất lượng.",95,1,1,1,1
5 sao,"quá ngon ổn nhé mong, không gian thoáng mát có sân vui chơi very good",15,2,0,2,0
5 sao,"không gian: thoáng đãng, có trong nhà và ngoài trời. ngoài trời mát mẻ, view nhìn ra cầu vượt quang trung. nhà vệ sinh sạch, có máy lạnh, giấy lẫn vòi xịt. món ăn: ngon, nêm nếm hơi mặn để hợp uống bia. khẩu phần vừa đủ. giá cả: với cơ sở vật chất và vị trí như vậy thì mình thấy hợp lý, không đắt. nhân viên: nhiệt tình, chu đáo, năng động. có dịp chắc chắn sẽ quay lại nhé.",86,2,2,2,2
5 sao,"mình đã đến đây nhiều lần. món ăn ngon không gian mát mẻ, đặc biệt pv h như rất nhiệt tình",21,2,2,2,0
5 sao,"đồ ăn rất ngon , không gian thoáng mát đáng trải nghiệm",12,2,0,2,0
4 sao,quán nhậu nên có lẽ dùng nhiều đồ uống thì hợp lý hơn dùng đồ ăn. giá các món ăn trong menu khá cao trong khi đồ uống thì vừa phải. phục vụ nhanh. không gian thoáng đãng.,38,3,2,2,1
5 sao,"món ăn ngon , nhân viên dễ thương ổn hêtd nhà mạng nên ghé trãi nghiệm",16,2,2,0,0
5 sao,không gian chill chill đồ ăn quá chất lượng ngon nhân viên phục vụ nhiệt tình dễ thương,18,2,2,2,0
5 sao,"món ăn khá tươi. không gian đẹp, thoải mái. các bạn nhân viên rất nhiệt tình. một trải nghiệm thú vị nhé.",22,2,2,2,0
5 sao,"đồ ăn ở quán này siêu ngon nhé các bạn, bé phục vụ nghi phương rất dễ thương và nhiệt tình nhé, không gian thoáng mát rất phù hợp cho bàn nào đi gruop gia đình, em bé lên đây được tặng bóng và tặng set đồ ăn rất dinh dưỡng, sạch sẽ thoáng mát bia ngon mồi bén quá ổn, chill giữa lòng sài gòn uống chút bia ngắm cảnh đường phố nữa là tuyệt vời ông mặt trời luôn",81,2,2,2,0
5 sao,"quán không gian thoáng, yên tĩnh, đồ ăn ngon, sạch sẽ",11,2,0,2,0
5 sao,"món ăn ngon, không gian thoáng mát, phục vụ thân thiện, view đẹp",13,2,2,2,0
4 sao,"món ăn ổn, nhược điểm là trời mưa mà xài dù thì bị tạt, nhưng được cái các bạn nhân viên lại đứng cầm dù nhiệt tình. giá cả thì mình không biết, vì được bao",38,3,2,1,0
5 sao,"không gian chill đẹp, thoáng mát. nhân viên nhiệt tình và vui vẻ. đồ ăn giá hơi cao nhưng chất lượng ổn định và khá ngon.",26,2,2,2,1
1 sao,"đồ ăn vừa dở, vừa đắt. được cái nhân viên cũng nhiệt tình. không khí thì chán ngắt. cũ kĩ, bẩn. không muốn quay lại lần",27,1,2,1,1
5 sao,"ăn nhiều lần nên cũng thuộc gần hết menu quán. nên book bàn trước vì tối hơi đông, có thể phải đợi bàn mới được vào ăn. view thoáng, mát, view máy bay và cầu đường nên rất lý tưởng.tổ chức sinh nhật nữa thì quá tuyệt vời.mình tổ chức sinh nhật rùi được hãng budweiser tặng bia bằng số tuổi phải có member của quán . đôi khi đông quá nhân viên chăm sóc khách không kịp thì tự gắp đá, mà vì không khí ở đây nên cũng không thấy khó chịu vì điều đó. đa số các bạn nhân viên dễ thương.",106,0,2,2,0
5 sao,"quán cũng ổn dễ thương, nên điều chỉnh lại âm nhạc , nhân viên dễ thương, ra món hơi lâu nhé. nhưng mà ngon",25,2,1,0,0
4 sao,"không gian hơi cũ nhưng thoáng mát, đẹp khi trời không mưa, chứ trời mưa thì hơi vất vả vì chỉ có 1 cây dù to tại trung tâm. đồ ăn nấu hơi mặn hơn chi nhánh bên quận phục vụ tốt.",43,1,2,1,0
5 sao,nhân viên phục vụ tốt đặc biệt là b duy luân take care rất ổn không gian thích hợp gia đình,21,0,2,2,0
5 sao,"mọi thứ ổn, nhân viên nhiệt tình dui dẻ",9,0,2,0,0
5 sao,"món ăn đều rất ngon , nhân viên phục vụ nhiệt tình , mọi người nên tới thử nhé",19,2,2,0,0
5 sao,"món ăn ngon, vừa vị nhân viên nhiệt tình mình thích nhất bạn nhân viên tên cơ, bạn ấy dễ thương",20,2,2,0,0
4 sao,"quán không gian thoáng đãng, khá nhộn nhịp không phù hợp cho ai yhích yên tĩnh. đồ ăn ngon giá cả phải chăng, lên món tương đối nhanh mặc dù đông khách. nhân viên phục vụ khá tốt và nhanh.",40,2,2,1,2
5 sao,món ăn ngon nhiệt tình,6,2,2,0,0
4 sao,"không gian quán trên sân thượng nên view khá là đẹp, các món ăn nêm nếm hợp khẩu vị. quán có biểu diễn âm nhạc nên không khí khá là vui",31,2,0,2,0
5 sao,"mình đã có một trải nghiệm tuyệt vời tại quán ăn này! không gian rất thoải mái và sạch sẽ, nhân viên phục vụ nhiệt tình, thân thiện. món ăn thì tuyệt vời, hương vị đậm đà, trình bày đẹp mắt. giá cả hợp lý so với chất lượng. chắc chắn sẽ quay lại và giới thiệu cho bạn bè!",60,2,2,2,2
4 sao,"không gian tốt, thoáng đãng và sạch sẽ. phục vụ chậm. đồ ăn ít so với giá cao.",18,1,1,2,1
5 sao,"đồ ăn rất ngon, nhân viên phục vụ nhiệt tình và có khu vực cho các em bé. không gian rộng và thoáng nên rất thích. mình đề xuất cho mọi người ghé ăn",34,2,2,2,0
1 sao,"quán xuống cấp quá tệ, đồ ăn lên rất chậm, quán chỉ có vài bàn có khách ngồi hỏi đến lên món thì nhân viên báo hôm nay quán đông quá nên lên chậm đồ ăn, đồ ăn ngày càng dở. bảng đèn chúc mừng sinh nhật thì hư gần hết cũng không thèm sửa cũng mang ra hát chúc mừng sinh nhật cho được.",65,1,1,1,0
5 sao,"đồ ăn ngon, nhân viên phục vụ nhiệt tình",9,2,2,0,0
