place_name,user,rating,time,text
Chop Thái - ThaiFood & Grill,NGUYEN THUTHAO,5 sao,một tháng trước,"Đồ ăn ngon, hợp khẩu vị, khách quen của quán"
Chop Thái - ThaiFood & Grill,habeechen,1 sao,4 tháng trước,"Trên map hiện 22:30 đóng cửa, mình tới quán 21:30 nv bảo là 21:45 ngưng nhận món, mình gọi bún thêm quán bảo đã đóng bếp 21:50. Nói chung đồ ăn trang trí ok, mùi vị thì not, ăn nó lạt lẽo lắm."
Chop Thái - ThaiFood & Grill,thuy van pham,4 sao,5 tháng trước,"Giá rẻ hơn các quán Thái khác 1 chút, vị ăn cũng khá vừa miệng nhưng không đậm đà bằng các quán Thái khác mình từng ăn, phục vụ nhiệt tình không gian rộng rãi, thoáng."
Chop Thái - ThaiFood & Grill,Khánh Linh,4 sao,5 tháng trước,"Dịch vụ tốt, rất nhiệt tình, nhân viên dễ thươmg
Decor đẹp
Mình thấy mỗi món giá cũng tầm trung nhưng khẩu phần ăn quá ít, bánh flan bị …"
Chop Thái - ThaiFood & Grill,Thái Trần,5 sao,một tuần trước,"Đồ ăn ngon, phục vụ nhanh . Sẽ ủng hộ tiếp"
Chop Thái - ThaiFood & Grill,HCM I'm living in,5 sao,6 tháng trước,"Trộm vía quán này 💯 điểmmmmmmmm
✅️ Khá đông vào cuối tuần tuy nhiên trước 19h thì không cần đợi bàn quá lâu
✅️ Món ăn ổn, ko gọi là ngon lắm nhưng rất hợp khẩu vị. Nên gọi combo nếu như …"
Chop Thái - ThaiFood & Grill,Men Nguyen Thi,5 sao,3 tuần trước,"Một trải nghiệm tuyệt vời với sự chỉnh chu, nhiệt tình từ các bạn nhân viên. Đồ ăn ngon, quay lại lần này là lần thứ 2"
Chop Thái - ThaiFood & Grill,Cpt Tool,5 sao,một tháng trước,"Quán bố trí đẹp
Không gian ăn uống thoải mái
Nên đặt trước các món ăn, vì khách đông!"
Chop Thái - ThaiFood & Grill,Tien Thong Do,5 sao,một tuần trước,"Không gian quán rộng rãi, món ăn vừa vị. Chuẩn Thái!!!"
Chop Thái - ThaiFood & Grill,Minh Hieu Ngo,5 sao,8 tháng trước,"Nhân viên thân thiện, ra món nhanh, giá tương đối rẻ so với những quán Thái khác. Thức ăn không gọi là ngon nhưng cũng tương đối tròn vị. Phần trình bày món ăn còn hơi yếu. Món chè dừa dầm ngon nhưng cái muỗng nhựa trông quải quá."
Chop Thái - ThaiFood & Grill,Thanh Nguyễn,5 sao,5 tháng trước,"Không gian thoáng mát, bố trí chỗ ngồi thuận tiện, đẹp mắt. Món ăn đa dạng, giá cả hợp lý. Món ăn đến nước đều ngon và bắt mắt. Nhân viên phục vụ chu đáo, nhiệt tình, vui vẻ,thân thiện"
Chop Thái - ThaiFood & Grill,Tú Huỳnh,5 sao,một tháng trước,"Không gian quán thoáng, lên món nhanh, hỗ trợ nhiệt tình, thân thiện"
Chop Thái - ThaiFood & Grill,Thanh Nhan Truong,5 sao,5 tháng trước,"Đồ ăn cũng vừa vặn 🤤🤤🤤, nhân viên siu dễ thương và lễ phép 😍😍😍, không gian rất thoáng mát và thỏi mái. Quán có hỗ trợ trang trí tiệc sinh Nhật 🎊🎊🎊. …"
Chop Thái - ThaiFood & Grill,Nguyễn Ngọc Mai Trâm,5 sao,2 tháng trước,"Nhân viên nhiệt tình dễ thương, món ăn vừa giá tiền, ăn rất ngon, không gian thoải mái."
Chop Thái - ThaiFood & Grill,Moon Vu,5 sao,2 tháng trước,"Ăn quá ăn không chụp hình đồ ăn luôn. Không gian cũng thoáng. Đồ ăn ngon, xôi xoài ở đây ngon nha. Nhất định phải thử. Nhiều người khen pad Thái, mình thì thấy món nào cũng OK, mỗi phần không nhiều lắm. Giá cũng ổn."
Chop Thái - ThaiFood & Grill,Konjusai 00,1 sao,5 tháng trước,"Trải nghiệm rất tệ tại nhà hàng Chóp Thái. Nhân viên (mặc áo sơ mi đen) thiếu chuyên nghiệp, thấy khách ra vào cứ đứng trơ mặt ra. Bảo vệ thì chỉ ngồi nói chuyện, thấy khách ra mà không quan tâm, vậy việc phát phiếu xe để làm gì? Nếu xe bị …"
Chop Thái - ThaiFood & Grill,Nguyễn Minh Quân,5 sao,3 tuần trước,"Đồ ăn ngon, nv dễ thương, giá cả okla lắm"
Chop Thái - ThaiFood & Grill,Bảo Thiên Hoàng,5 sao,một tháng trước,"Đồ ăn đẹp mắt, không gian thoáng mát, nhân viên nhiệt tình."
Chop Thái - ThaiFood & Grill,Tùng,5 sao,8 tháng trước,Đồ ăn ngon lắm nha. Nhân viên phục vụ nhiệt tình. Đã ăn ở đây nhiều lần
Chop Thái - ThaiFood & Grill,Thiên Hân Nguyễn,5 sao,2 tháng trước,"Quán sạch sẽ, món chuẩn vị Thái, ăn món nào cũng thơm ngon. Phục vụ nhanh, giá ổn. Một địa chỉ dễ quay lại."
Chop Thái - ThaiFood & Grill,June,5 sao,2 tuần trước,Đồ ăn ngon giá cả hợp lý mng ghé tới thử nha
Chop Thái - ThaiFood & Grill,Tấn Đăng Nguyễn,5 sao,3 tháng trước,"Đồ ăn ngon , quán đẹp thoát mát rộng rãi , nhân viên nhiệt tình dễ thương lắm"
Chop Thái - ThaiFood & Grill,Nhi Nguyen,5 sao,một tuần trước,Đồ ăn ngon nhân viên nhiệt tình
Chop Thái - ThaiFood & Grill,Đài Trương,5 sao,4 tuần trước,"Món ăn ngon, nhân viên siêu dễ thương
Mình đến trễ nhưng các bạn vẫn chào đón nhiệt tình
Sẽ ghé lại và giới thiệu cho mọi người"
Chop Thái - ThaiFood & Grill,Duyên Ngô,5 sao,2 tuần trước,Quán không gian xinh. Đồ ăn ngon. Nhân viên siêu dễ thương
Quán cơm Quang Minh,Vy Vy,4 sao,4 tháng trước,Đồ ăn giá bình dân nên sinh viên ăn nhiều.
Quán cơm Quang Minh,Lisa Huynh,5 sao,một năm trước,"Stumbled on this family owned mom & pop shop on my stroll. Delicious home cooked meal for a very cheap price. Two items with unlimited rice and side soup for $25k Vietnamese Dong = $1.36 Canadian.
Bang for your buck."
Quán cơm Quang Minh,Huy Dương,1 sao,8 tháng trước,"Mình ăn từ lúc quán mới mở thấy rất ngon, dạo gần đây mình quay lại ăn thì chất lượng đồ ăn giảm tệ, 3 lần ăn gần nhất đều ăn đồ ăn cũ ( đậu hũ dồn thịt cũ chua, cá chiên,..). Quán nên xem lại chất lượng đồ ăn !!!"
Quán cơm Quang Minh,Yen Duong,5 sao,2 năm trước,"Ngon như mẹ nấu luôn
Đặc biệt siêu rẻ 2 món mà có 25k thôi 😍 …"
Quán cơm Quang Minh,234 Minh Giang,5 sao,một năm trước,"Món ăn nấu ngon như cơm nhà, rẻ mà ngon, sẽ ủng hộ lâu dài ☺️"
Quán cơm Quang Minh,Chí Hào Phạm,5 sao,một năm trước,"đi khắp nơi k ai tốt bằng mẹ
ăn cơm ngon phải ghé quán Quang Minh"
Quán cơm Quang Minh,Nguyễn Thanh Khang,5 sao,3 tháng trước,"Rẻ,ngon"
Quán cơm Quang Minh,Quang Trần,5 sao,một năm trước,Đồ ăn được giá quá rẻ
Quán cơm Quang Minh,Dai Pham,5 sao,2 năm trước,"Quán rẻ , đồ ăn ngon chất lượng"
Quán cơm Quang Minh,Hồng Danh Nguyễn,5 sao,3 năm trước,Ngon lắm nha quý dị
Quán cơm Quang Minh,Minh Thư Nguyễn,5 sao,một năm trước,Quá ngon luôn
Quán cơm Quang Minh,Minh trí Nguyễn,5 sao,một năm trước,tuyệt vời bữa cơm trưa
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Thanh Sang Nguyễn,5 sao,một tháng trước,"Quán rộng rãi, không gian chill chill mát mẻ.
Món ăn lên nhanh và ngon lành.
Nhân viên và quản lý phục vụ rất nhiệt tình và vui vẻ.
Đồ ăn ngon, giá bình dân."
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,MANH NGUYEN HUU,5 sao,một tháng trước,"Tiệm Nhà Ốc (186-190 Phạm Văn Đồng, Gò Vấp) — giá 39K–99K — là điểm nhậu vỉa hè đáng thử: ốc tươi, menu đa dạng hải sản, nêm vừa miệng và khẩu phần đầy đặn; không gian vintage thoáng, thích hợp tụ tập bạn bè đến khuya, nhân viên thân thiện …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Thanh Thảo Nguyễn Lê,5 sao,3 tháng trước,"Mình đi ngang nhiều lần thấy quán rất đông. Nên mình quyết định ghé thử trải nghiệm. Quán không hề làm mình thất vọng, đồ ăn khá ngon, quán tên Ốc nhưng có rất nhiều các lựa chọn khác ngoài ốc cho cả nhà nhé, mà hầu như món nào cũng ngon. Nhân viên khá là nhiệt tình luôn! Giá cả cũng rất phải chăng. Thêm 1 địa điểm tụ tập cho đám bạn!!"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Mobile Viễn Tâm (Fiona HCM),4 sao,4 tháng trước,"Quán khá đông nên gọi món sẽ lâu.
Nhân viên cũng vui vẻ tạm ổn
Về món ăn cũng vừa miệng. …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Cẩm Tú HT,5 sao,một tháng trước,"xem rv hết con đường thì quyết định chọn quán này . Dịch vụ dth đồ ăn ra món nhanh , mà ngon hợp khẩu vị với mình cực kì . giá cx tương đối và rẻ hơn 1 số quán ở trên đường này rồi , vậy thì xét về chất lượng món thì đồ ăn ở đây ngon chất …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Thức Nguyễn Văn,5 sao,3 tháng trước,"Đồ ăn cũng ổn, đi thứ 7 quán đông thì đồ ăn ra lâu và làm khá ẩu, đặc biệt là các món chiên giòn."
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Thuy Kieu,5 sao,4 tháng trước,"Điểm cộng ở quán là ốc tươi và rất ngon. Giá rẻ. Nhân viên nhiệt tình, vui vẻ. Sẽ quay trở lại ủng hộ."
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Trâm Huỳnh,5 sao,4 tháng trước,"- Nhân viên nói chuyện dễ thương, dễ nghe.
Phục vụ nhiệt tình.
- Món ăn lên nhanh, nêm nếm vừa vị, ngon miệng. …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Huy Nguyễn Đức,5 sao,4 tháng trước,Đồ ăn ngon lắm ạ! Quán phục vụ nhanh và rất hợp khẩu vị!
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Minh Hieu Ngo,2 sao,8 tháng trước,"Quán này điểm cao ngất ngưỡng vậy cũng thấy bất ngờ. 19h đến quán ngồi đến 22h, gọi 5 món mà lên được 4 món, 1 món còn lại hỏi ra mới biết là hết nguyên liệu. May phước kế bên có xe bán bò lá lốt, kêu 2 phần ăn chữa cháy. Về nhà đọc mấy cái …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Nhung Phan,4 sao,7 tháng trước,"Mình kêu cũng 5 món gồm ốc hương kim sa kèm bánh mì, ốc len xào dừa, ốc giác mì, hàu phô mai và tiêu, trứng vịt lộn xào me. Tuy nhiên có món ngon và có món không phù hợp khẩu vị của mình. …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Hương Nguyễn Lưu Hoài,5 sao,một tháng trước,"Ốc tươi ngon á, chế biến mì xào, cơm thì ngon, mà hấp sả  với muối tiêu xanh cái thì nhạt cái thì mặn. Có nướng mỡ hành ngon, giá vừa phải, ăn đỡ thèm hai người cỡ 400 là no, không khí mát, muối chấm bốn loại"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Huyền Trang Hồ,3 sao,2 tháng trước,"Mình ăn 6-7 món có món ngon món không, cách nấu và nêm nếm thì ổn nhưng nguyên liệu ốc mình thấy không tươi, thịt bở (cụ thể là sò điệp và ốc giác). Thấy bất ngờ so với điểm google cao do mình đi ăn theo google. Sorry nay đi ăn với đồng nghiệp vui quá nên ko chụp hình từ đầu nên ko có hình đẹp."
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Văn Khởi Huỳnh,5 sao,một tháng trước,nhân viên quá oki luôn thề bạn Toại Bạn Ngân rồi thêm bạn quản lí tên Trân quá chời okila luôn vui mà hoà đồng với mọi người mọi người có đến nhớ mời bia mấy bạn nhân viên nha 🥰 …
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Lưu Nghiêm Tường,5 sao,3 tháng trước,"Quán đồ ăn ngon, giá hợp lý, nhân viên vui vẻ nhiệt tình."
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Thuan Le,5 sao,7 tháng trước,"Gò Vấp không thiếu quán ốc, nhưng Tiệm Nhà Ốc thực sự là một điểm sáng nổi bật. Ngay từ cái tên ""Ốc Ngon Gò Vấp"" đã thể hiện sự tự tin về chất lượng, và quả thực, quán đã không làm tôi thất vọng. …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,TƯ,5 sao,11 tháng trước,"Hời ơi quán siu ok, thoáng mát, nhỏ xinh , sạch sẽ, nv nhiệt tình, đồ ăn tươi chất lượg, quá ổn áp nhưng mà cái sốt thái có thể giảm cay k sóp lần đầu tiên ăn cay mà khóc luông dù mình ăn cay được nhe. Mọi người cân nhắc món có sốt thái nhé !"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,NGUYỆT NGÔ NGUYỄN MINH,5 sao,11 tháng trước,"Tụi mình gọi 4 món như trong hình. Nhìn chung, quán dùng nguyên liệu tươi, chế biến sạch, đồ ăn chất lượng, ốc to rõ, nhân viên phục vụ tận tình chu đáo, bàn ghế chén dĩa tươm tất. Highly recommend mọi người đến quán. …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Phạm Hoàng Tấn,3 sao,Thời gian chỉnh sửa: 2 tháng trước,"Đồ ăn ra nhanh, nêm nếm vừa ăn, phi tỏi nhiều nhưng hơi dầu tẹo.
Về ốc, ốc hương, nghêu với móng tay tươi, tóp mỡ giòn rụm
Đợt đó đi review đc tặng ốc hút hay ốc len gì đó hong nhớ, ốc tặng lạnh lắm …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Trân Trần,5 sao,một tháng trước,"Chị chủ dễ thương lắm ạ, nhân viên nhiệt tình. Đồ ăn hơi bị ngon nhooo ❤️❤️❤️❤️"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Val,4 sao,9 tháng trước,"Quán ốc giá cũng ổn, ngon, khẩu phần ổn áp. Trừ bạch tuột nướng sa tế cắt vụn quá, mà 99k phần vậy mắc. Mì xào ốc giác thì ốc tươi, mì hơi khô cứng, chưa đc quyện sốt . Sụn gà chiên nước mắm ngon xỉu. 2 người thì 4 món, thêm nước, tc 400k mà ngon no. Nhân viên dễ thương, nhiệt tình hỏi han giúp đỡ."
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Bảo Long Diệp,5 sao,một tháng trước,"Tất cả đều dễ thương, view quán rất chill. Nên đi thử rồi nghiện luôn"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Trung Đặng,5 sao,6 tháng trước,Bàn ngồi hơi nhỏ nhưng được cái đồ ăn ngon nha
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Ly Trúc,4 sao,11 tháng trước,"Mình nghĩ quán cần cải thiện!
Lần đầu mình tới quán đồ ăn tươi ngon, chắc do vậy mình đã giới thiệu bạn bè đến thêm lần nữa, lần thứ 2 mình không đi cùng các bạn mình có bảo mình quán có ốc …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Bé Bii Hằng,5 sao,2 tháng trước,"Quán ngon, phục vụ dễ thương, nhiệt tình ❤️"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Trọng Nguyễn Đức,5 sao,một năm trước,"Quán view siêu chill tàu lửa, món ăn ngon đậm vị. Không gian thoáng mát, sạch sẽ."
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,H Trang T,5 sao,5 tháng trước,"Quán sạch sẽ, mát, thoáng, nhân viên thân thiện. Khẩu phần cũng lớn. Recommend"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Vy Nguyễn Thị Thúy,5 sao,4 tháng trước,"Quán thoáng nhân viên nhiệt tình
Đồ ăn lên nhanh giá bình dân phù hợp nhóm sinh viên đi nhậu ăn uống nha"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Tran Nghi,5 sao,9 tháng trước,"Đang đi trên đường về mà cũng muộn, đói hong biết đi đâu nên mình tấp vào vào đây luôn. Đồ ăn ra thì phải nói là rất nhanh luôn á, đồ tươi và giá cả rất ok luôn nha. Anh chủ quán dễ thương thân thiện, mấy bạn nhân viên rất là nhanh nhẹn, nhiệt tình lun. Nói chung là 10đ, không có nhưng nha các mom"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Thúy Đan Phạm,5 sao,6 tháng trước,Tiệm ốc giá ok ngon sạch sẽ nhân viên cx nhiệt tình mình và bạn ghé qua ăn ai cx khen á
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Nguyễn Thành Đạt,5 sao,3 tháng trước,"Ngon, giá cũng okela. Mún sụn gà nhậu ngon thử đi anh em!"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Thắng Nguyễn,5 sao,4 tháng trước,"Quán rọt, dễ thương từ nhân viên tới chị chủ , ngon bổ hạt dẻ, must try!!! 👍👍👍😍😍😍 …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Bảo Đinh,5 sao,2 tháng trước,"Đồ ăn ngon. quán nhân viên nhiệt tình, không khí vui vẻ"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Ngocdung Ta,5 sao,8 tháng trước,Đồ ăn ổn. Không gian mát mẻ. Không phải quá hoàn hảo nhưng chủ quán lại quá dễ thương nên mình thấy mọi người nên ghé nhé😍 …
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,An Duong,5 sao,4 tháng trước,"Món ăn ngon, lên nhanh, hợp khẩu vị. 💯 điểm. …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Ngân Lê,5 sao,9 tháng trước,"Mình tìm vội 1 quán ốc đêm trên google map, thấy quán này rate cao nên ăn thử vì cũng gần. Và đến ăn rồi thì rất bất ngờ nha, ngon hơn mình mong đợi nhiềuuuu …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Giang Khánh,5 sao,9 tháng trước,"Quán ruột luôn chòi ơi. Nhân viên siêu siêu siêu dễ thương với nhiệt tình luôn, đồ ăn ngon nựa. Có mấy hôm được tặng cả trái cây với nước trà atiso luôn í. Giá cả sinh viên. 100 điểm kh nói nhiều 👌 …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Thu Hiếu Phạm,1 sao,7 tháng trước,"Ai đủ kiên nhẫn thì hãy đến quán này.

❌ Dịch vụ: Quá tệ. …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Phát Nguyễn,5 sao,2 tháng trước,"Mới ghé lúc sớm, đồ ăn họp khẩu vị, nhân viên nhiệt tình, ngồi chill chil"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Trải Tăng Quang,5 sao,2 tháng trước,"Quán ok đã ghé nhiều lần, chủ quán nv vui vẻ🥰 …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Huy Nguyen,3 sao,10 tháng trước,"Mình đi cuối tuần quán lên món lâu, tầm 30' lên được 1 món. Đồ ăn cơm chiên hải sản làm hơi khét, vú heo thì nhiều mỡ 🥲 2 món còn lại thì tạm được. Mình kêu 4 món chắc phải 1 tiếng mới lên đủ món..thấy đánh cao nên ghé thử mà thật sự hông oke. Quán khắc phục lại thời gian ra món và chất lượng món ăn để tốt hơn …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Kiều Anh Lê Nguyễn,5 sao,7 tháng trước,"Đồ ăn tầm 5-10p lên, ấm đủ ăn, ngon và tươi"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Iris LOFI tv,5 sao,3 tuần trước,nãy mới ghé quán ăn lần 2 đồ ăn ngon giá sinh viên hết 500 mấy mà đồ ăn no luôn nhân viên phục vụ tốt cái bé mới mới chạy bàn lẹ cần gì có liền món lẹ chứ đợt đầu đi ngồi dưới mấy bạn phục vụ kém nay gặp đc bé nhân viên mới trên lầu dễ …
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Tuong Le,1 sao,2 tháng trước,"Khâu phục vụ tệ, rất tệ.
Từ nay sẽ không ghé lần nào nữa. …"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,Thanh Xuan Nguyen,5 sao,4 tháng trước,"Món ngon, không gian thoáng mát"
Tiệm Nhà Ốc | Ốc ngon Gò Vấp,thanhtuoi huynh,5 sao,một năm trước,Ngon nha. Vô tình biết được quán này. Đồ ăn okela nha mọi người. Giá cả hợp lý nữa nha
